,usaf,name,state,lat,lon,min_temp,mean_temp,max_temp,total_snow,total_precipitation,tornado_funnel_cloud,hail,severity_rating
571,722261,OKEECHOBEE CO,FL,27.263,-80.85,30.2,73.41949860724235,95.0,0.0,42795.71999999998,0.0,0.0,0.0
688,997705,OLD PORT TAMPA,FL,27.85,-82.55,32.9,73.58913649025071,93.7,0.0,0.0,0.0,0.0,0.0
1528,722024,OPA LOCKA AIRPORT,FL,25.907,-80.28,41.0,77.52794520547945,95.0,0.0,124.24,0.0,0.0,0.0
2375,722050,ORLANDO INTERNATIONAL AIRPORT,FL,28.434,-81.325,30.0,73.9454794520548,99.0,0.0,62.27,0.0,0.0,0.0
1901,722057,ORLANDO SANFORD,FL,28.767,-81.233,28.0,72.75452054794519,97.0,0.0,130.24,0.0,1.0,1.0
1015,722341,ORMOND BEACH MUNICIPAL AIRPOR,FL,29.296,-81.113,26.6,73.11842900302116,98.6,0.0,14798.519999999997,0.0,0.0,0.0
2455,722106,PAGE FIELD AIRPORT,FL,26.585,-81.861,35.1,76.34265927977839,98.1,0.0,167.26000000000005,0.0,0.0,0.0
2450,722030,PALM BEACH INTERNATIONAL AIRP,FL,26.685,-80.099,37.0,77.28465753424659,96.1,0.0,55.12,1.0,0.0,3.0
718,997352,PANAMA CITY BEACH,FL,30.22,-85.88,18.9,69.23212290502794,93.4,0.0,0.0,0.0,0.0,0.0
1888,747950,PATRICK AFB/COCOA B,FL,28.233,-80.6,33.6,74.93746556473829,95.4,0.0,1648.5200000000002,0.0,0.0,0.0
642,994047,PENSACOLA,FL,30.4,-87.22,20.1,69.88575418994414,99.1,0.0,0.0,0.0,0.0,0.0
2427,722225,PENSACOLA NAS,FL,30.35,-87.317,19.9,69.5358904109589,100.0,0.0,752.1599999999999,1.0,0.0,3.0
2118,722223,PENSACOLA REGIONAL AIRPORT,FL,30.478,-87.187,19.9,70.08739726027397,100.9,0.0,70.53,1.0,0.0,3.0
749,720374,PETER O KNIGHT AIRPORT,FL,27.916,-82.449,37.4,68.99491525423728,89.6,0.0,4999.499999999999,0.0,0.0,0.0
748,720373,PLANT CITY MUNICIPAL AIRPORT,FL,28.0,-82.164,32.0,76.11965317919075,100.4,0.0,13698.63,0.0,0.0,0.0
944,722049,POMPANO BEACH AIRPARK ARPT,FL,26.25,-80.108,39.9,78.42602739726027,95.0,0.0,310.6399999999999,0.0,0.0,0.0
651,997701,PORT MANATEE,FL,27.63,-82.57,34.9,72.81309192200557,92.3,0.0,0.0,0.0,0.0,0.0
617,998008,ROOKERY BAY RESERVE,FL,26.033,-81.7,30.6,74.6542699724518,95.7,0.0,32.05,0.0,0.0,0.0
970,722115,SARASOTA/BRADENTON INTL AP,FL,27.401,-82.559,34.0,73.96164383561644,96.1,0.0,106.53999999999999,0.0,0.0,0.0
131,994951,SEBASTIAN INLET STATE PARK,FL,27.862,-80.445,40.1,74.22286821705426,89.6,0.0,0.0,0.0,0.0,0.0
2488,749045,SEBRING RGNL,FL,27.456,-81.342,31.1,73.66966966966966,98.6,0.0,3231.46,0.0,0.0,0.0
2127,994450,SOMBRERO KEY  FL,FL,24.63,-81.11,48.0,78.66465753424659,89.2,0.0,0.0,0.0,0.0,0.0
943,722046,SPACE COAST REGIONAL AIRPORT,FL,28.517,-80.8,33.8,78.76308539944904,100.4,0.0,12798.72,0.0,0.0,0.0
1003,722212,ST AUGUSTINE AIRPORT,FL,29.959,-81.34,25.0,69.89148264984227,100.9,0.0,284.86000000000007,0.0,0.0,0.0
966,722103,ST LUCIE COUNTY INTL ARPT,FL,27.498,-80.377,28.9,74.3162087912088,97.0,0.0,99.81999999999996,2.0,0.0,6.0
971,722116,ST PETE-CLWTR INTL AIRPORT,FL,27.911,-82.688,33.1,74.05424657534246,96.1,0.0,2278.86,0.0,0.0,0.0
719,997353,ST PETERSBURG,FL,27.75,-82.62,34.2,74.60642458100557,96.4,0.0,0.0,0.0,0.0,0.0
968,722108,SW FLORIDA INTN AIRPORT,FL,26.536,-81.755,35.1,75.3710743801653,98.1,0.0,332.24,0.0,1.0,1.0
2484,722140,TALLAHASSEE REGIONAL AIRPORT,FL,30.393,-84.353,18.0,68.49041095890409,104.0,0.0,60.959999999999994,0.0,0.0,0.0
2513,722110,TAMPA INTERNATIONAL AIRPORT,FL,27.962,-82.54,30.9,75.56016483516483,98.1,0.0,60.85,0.0,0.0,0.0
935,722016,THE FL KEYS MARATHON ARPT,FL,24.726,-81.052,46.0,79.74903581267216,96.1,0.0,271.86,0.0,0.0,0.0
720,997354,TRIDENT PIER,FL,28.42,-80.58,34.0,72.43131672597865,91.2,0.0,0.0,0.0,0.0,0.0
1896,747750,TYNDALL AFB,FL,30.067,-85.583,19.2,69.19013698630138,97.2,0.0,1098.3199999999997,0.0,0.0,0.0
211,720964,TYNDALL DRONE RUNWAY,FL,30.033,-85.533,19.9,70.18948863636363,99.1,0.0,1333.8499999999995,0.0,0.0,0.0
721,997356,VACA KEY,FL,24.72,-81.1,47.5,78.78440111420612,89.6,0.0,0.0,0.0,0.0,0.0
2371,722210,VALPARAISO/EGLIN AF,FL,30.483,-86.517,18.0,68.04986301369865,100.0,0.0,4702.5,0.0,0.0,0.0
1733,722021,VANDENBERG AIRPORT,FL,28.014,-82.345,30.2,73.41986531986532,98.6,0.0,24397.56,0.0,0.0,0.0
2131,994220,VENICE  FL,FL,27.07,-82.45,35.4,73.54794520547944,90.1,0.0,0.0,0.0,0.0,0.0
276,722118,VENICE MUNICIPAL AIRPORT,FL,27.072,-82.44,35.6,74.52025316455696,93.2,0.0,23797.619999999995,0.0,0.0,0.0
331,747930,VERO BEACH MUNICIPAL AIRPORT,FL,27.651,-80.42,28.0,74.46219178082193,98.1,0.0,83.15999999999998,0.0,0.0,0.0
383,997355,VIRGINIA KEY,FL,25.73,-80.15,44.2,80.36148867313915,99.7,0.0,0.0,0.0,0.0,0.0
735,A00023,WHITEHOUSE NAVAL OUTLYING FIE,FL,30.35,-81.883,21.9,69.26755162241888,99.0,0.0,1216.49,0.0,0.0,0.0
741,720383,WHITING FIELD NAVAL AIR STATI,FL,30.704,-87.023,18.0,67.64613259668508,100.9,0.0,3822.81,0.0,0.0,0.0
2185,722226,WHITING FIELD NAVAL AIR STATI,FL,30.717,-87.017,18.0,66.26426426426427,100.9,0.0,1536.2099999999998,0.0,0.0,0.0
1805,747931,WINTER HAVEN'S GILBERT APT,FL,28.062,-81.754,30.9,74.45122699386503,109.0,0.0,243.08999999999997,0.0,0.0,0.0
1556,722189,WITHAM FIELD AIRPORT,FL,27.182,-80.221,37.4,75.31156250000001,95.0,0.0,22408.9,0.0,0.0,0.0
176,721042,ZEPHYRHILLS MUNICIPAL AIRPORT,FL,28.228,-82.156,24.1,70.53130193905817,97.7,0.0,5446.549999999999,0.0,0.0,0.0
1902,722160,ALBANY MUNICIPAL,GA,31.533,-84.183,16.0,68.04520547945206,102.9,0.0,88.45999999999997,0.0,0.0,0.0
2348,723110,ATHENS/BEN EPPS AIRPORT,GA,33.948,-83.328,7.0,62.5854794520548,102.0,3.2,48.7,0.0,0.0,0.0
2396,722180,AUGUSTA REGIONAL AT BUSH FIEL,GA,33.364,-81.963,12.0,63.854794520547955,100.0,0.0,48.83,0.0,0.0,0.0
1755,723160,BACON COUNTY AIRPORT,GA,31.536,-82.507,19.0,67.18495821727018,105.1,0.0,27.29,0.0,0.0,0.0
819,720348,BALDWIN COUNTY AIRPORT,GA,33.154,-83.241,12.2,67.64747474747475,109.4,0.0,27197.27999999999,0.0,0.0,0.0
579,720409,BLAIRSVILLE AIRPORT,GA,34.85,-83.983,0.1,56.89171270718232,93.9,0.0,1944.4999999999998,0.0,0.0,0.0
1540,722136,BRUNSWICK GOLDEN ISLES APT,GA,31.259,-81.466,18.5,67.38383561643836,100.6,0.0,9665.300000000001,0.0,0.0,0.0
1545,722156,CARTERSVILLE AIRPORT,GA,34.123,-84.849,6.8,61.55399449035813,96.8,0.0,105.06,0.0,0.0,0.0
1810,722109,CHEROKEE COUNTY AIRPORT,GA,34.317,-84.417,3.7,59.66962750716332,98.6,0.0,21814.0,0.0,0.0,0.0
477,722691,CLAXTON EVANS COUNTY AIRPORT,GA,32.2,-81.87,19.8,66.86273972602741,102.4,0.0,32596.73999999999,0.0,0.0,0.0
1688,747812,COBB CO-MC COLLUM FLD ARPT,GA,34.013,-84.599,6.8,61.90301369863013,98.1,0.0,92.34,0.0,0.0,0.0
2386,722255,COLUMBUS METRO AIRPORT,GA,32.516,-84.942,12.9,65.92821917808219,102.0,0.0,52.79,0.0,0.0,0.0
1543,722154,DALTON MUNICIPAL AIRPORT,GA,34.722,-84.869,5.5,58.31142857142858,96.8,0.0,25197.480000000003,0.0,0.0,0.0
1551,722181,DANIEL FIELD AIRPORT,GA,33.467,-82.039,10.9,66.69479452054796,102.9,0.0,67.92,0.0,0.0,0.0
880,720268,DCATR CO INDUS AIRPK ARPT,GA,30.983,-84.633,16.7,67.39397260273972,104.7,0.0,5493.579999999999,0.0,0.0,0.0
1559,722196,DEKALB-PEACHTREE AIRPORT,GA,33.875,-84.302,7.0,61.78241758241758,100.0,0.0,112.39999999999999,0.0,0.0,0.0
949,722062,DOUGLAS MUNICIPAL AIRPORT,GA,31.477,-82.861,19.0,67.12829131652661,103.3,0.0,27597.239999999998,0.0,0.0,0.0
1519,720257,EARLY COUNTY AIRPORT,GA,31.397,-84.895,15.8,64.6482191780822,98.6,0.0,28797.119999999995,0.0,0.0,0.0
247,720951,EAST GEORGIA REGIONAL AIRPORT,GA,32.609,-82.37,15.8,65.86758241758241,104.0,0.0,14998.499999999998,0.0,0.0,0.0
1720,720263,ELBERT CO-PATZ FLD AIRPORT,GA,34.095,-82.816,7.7,62.4239263803681,96.3,0.0,1834.9,0.0,0.0,0.0
186,721033,FITZGERALD MUNICIPAL AIRPORT,GA,31.684,-83.27,17.4,66.72465753424656,104.9,0.0,5899.41,0.0,0.0,0.0
2019,722250,FORT BENNING,GA,32.333,-85.0,12.9,63.98269230769232,101.1,0.0,689.76,0.0,0.0,0.0
677,997301,FT PALASKI,GA,32.03,-80.9,21.6,68.09387186629526,93.2,0.0,0.0,0.0,0.0,0.0
1558,722195,FULTON CO-BROWN FLD ARPT,GA,33.779,-84.521,8.1,62.56520547945206,99.0,0.0,96.89999999999999,0.0,0.0,0.0
1524,720347,GREENE COUNTY REGIONAL AIRPOR,GA,33.598,-83.139,10.4,62.77470930232558,100.4,0.0,28197.179999999993,0.0,0.0,0.0
223,720966,GRIFFIN SPALDING COUNTY AIRPO,GA,33.227,-84.275,17.6,61.75694444444444,96.8,0.0,4199.579999999999,0.0,0.0,0.0
1686,747808,GWINNETT CO-BRISCOE FD APT,GA,33.98,-83.963,6.1,61.581095890410964,99.0,0.0,256.28000000000003,0.0,0.0,0.0
2339,722190,HARTSFIELD-JACKSON ATLANTA IN,GA,33.63,-84.442,8.1,64.03753424657533,99.0,0.0,52.510000000000005,0.0,0.0,0.0
184,721035,HAZLEHURST AIRPORT,GA,31.885,-82.647,17.6,65.96443148688046,102.0,0.0,11898.809999999998,0.0,0.0,0.0
225,720962,HEART OF GEORGIA REGIONAL AIR,GA,32.214,-83.128,14.0,64.44668508287292,100.4,0.0,26997.3,0.0,0.0,0.0
320,720712,HENRY TIFT MYERS AIRPORT,GA,31.429,-83.489,23.9,68.96614785992217,102.0,0.0,10998.9,0.0,0.0,0.0
562,720392,HOMERVILLE,GA,31.056,-82.774,18.5,67.06281690140847,102.7,0.0,25597.43999999999,0.0,0.0,0.0
1682,747804,HUNTER ARMY AIRFIELD,GA,32.017,-81.133,19.2,67.64033149171273,102.4,0.0,1496.62,0.0,0.0,0.0
234,749483,JACKSON COUNTY AIRPORT,GA,34.147,-83.561,20.1,61.67071823204421,99.1,0.0,3885.4399999999996,0.0,0.0,0.0
367,720671,JESUP WAYNE COUNTY AIRPORT,GA,31.554,-81.883,21.2,67.57961432506886,104.0,0.0,27997.199999999997,0.0,0.0,0.0
246,720948,JIMMY CARTER REGIONAL AIRPORT,GA,32.11,-84.189,13.6,65.14020270270271,104.0,0.0,11698.83,0.0,0.0,0.0
1685,747807,LAGRANGE-CALLAWAY AIRPORT,GA,33.017,-85.067,10.0,62.13291536050157,97.0,0.0,25397.459999999995,0.0,0.0,0.0
1554,722185,LEE GILMER MEMORIAL ARPT,GA,34.272,-83.83,5.0,61.93643835616439,98.1,0.0,97.08,0.0,0.0,0.0
2184,722137,MALCOLM MC KINNON AIRPORT,GA,31.152,-81.391,23.0,70.03774104683195,102.9,0.0,50.169999999999995,0.0,0.0,0.0
2021,722270,MARIETTA/DOBBINS AF,GA,33.917,-84.517,6.1,61.866027397260275,97.0,0.0,2294.34,0.0,0.0,0.0
2502,722170,MIDDLE GEORGIA REGIONAL AIRPO,GA,32.685,-83.653,12.9,65.19534246575341,105.1,0.0,50.010000000000005,0.0,0.0,0.0
31,720897,MONROE WALTON CO,GA,33.782,-83.693,7.3,58.07615894039734,94.8,0.0,1835.3399999999997,0.0,0.0,0.0
798,747810,MOODY AFB AIRPORT,GA,30.967,-83.2,18.9,67.46630136986302,103.3,0.0,899.8800000000001,0.0,0.0,0.0
1811,722147,MOULTRIE MUNICIPAL AIRPORT,GA,31.083,-83.8,26.6,66.79299719887955,100.4,0.0,28797.11999999999,0.0,0.0,0.0
1549,722176,NEWNAN COWETA COUNTY ARPT,GA,33.312,-84.77,16.2,62.935014005602234,97.0,0.0,27397.259999999995,0.0,0.0,0.0
354,720714,PAULDING NORTHWEST ATLANTA AI,GA,33.912,-84.941,5.0,60.03041095890412,95.0,0.0,15298.47,0.0,0.0,0.0
1560,722197,PCHTRE CTY-FALCON FLD ARPT,GA,33.355,-84.567,10.0,62.895616438356164,102.0,0.0,95.22,0.0,0.0,0.0
1522,720301,PLANTATION AIRPARK,GA,32.646,-81.596,16.2,64.1275,99.1,0.0,26597.339999999997,0.0,0.0,0.0
2018,722175,ROBINS AFB,GA,32.633,-83.6,13.1,65.05506849315067,103.5,0.0,872.36,0.0,1.0,1.0
1915,723200,ROME/RUSSELL(RAMOS)          ,GA,34.35,-85.167,9.0,62.47150684931507,100.0,0.0,122.12,0.0,0.0,0.0
672,998010,SAPELO ISLAND RESERVE,GA,31.417,-81.283,23.4,68.92066115702481,99.7,0.0,14.909999999999998,0.0,0.0,0.0
2385,722070,SAVANNAH/HILTON HEAD INTL AIR,GA,32.131,-81.202,19.0,67.00164383561643,102.0,0.0,38.800000000000004,1.0,0.0,3.0
1683,747805,STATESBORO-BULLOCK CO ARPT,GA,32.483,-81.737,15.6,65.02246575342465,101.5,0.0,30596.94,0.0,0.0,0.0
1684,747806,THOMASTON-UPSON CO AIRPORT,GA,32.955,-84.264,17.6,64.88164383561644,98.6,0.0,28197.18,0.0,0.0,0.0
346,720738,THOMASVILLE REGIONAL AIRPORT,GA,30.902,-83.881,19.4,65.8786301369863,100.4,0.0,15698.429999999998,0.0,0.0,0.0
1809,720289,THOMSON-MCDUFFIE CO ARPT,GA,33.53,-82.516,10.0,63.14328767123288,102.9,0.0,6425.659999999999,0.0,0.0,0.0
192,725258,TOCCOA RG LETOURNEAU FIELD AI,GA,34.594,-83.296,6.1,61.11825842696629,100.4,0.0,9419.219999999998,0.0,0.0,0.0
1903,722166,VALDOSTA RGNL,GA,30.783,-83.267,19.9,68.18328767123288,102.0,0.0,92.94000000000003,0.0,0.0,0.0
1539,722134,VIDALIA REGIONAL AIRPORT,GA,32.193,-82.372,19.4,67.18054794520549,104.0,0.0,27597.23999999999,0.0,0.0,0.0
1563,722217,W H `BUD` BARRON AIRPORT,GA,32.564,-82.985,17.6,65.77062146892655,104.0,0.0,27397.26,0.0,0.0,0.0
744,720294,WASHINGTON-WILKES CO ARPT,GA,33.78,-82.816,8.2,62.514794520547945,102.6,0.0,3492.2599999999993,0.0,0.0,0.0
1858,722130,WAYCROSS/WARE CO.            ,GA,31.25,-82.4,21.2,65.41986970684039,97.9,0.0,21197.879999999997,0.0,0.0,0.0
363,720674,WEST GEORGIA REGIONAL AIRPORT,GA,33.633,-85.15,5.4,58.80228571428571,93.2,0.0,13498.65,0.0,0.0,0.0
1687,747809,WINDER-BORROW AIRPORT,GA,33.983,-83.668,8.6,61.19424657534246,96.8,0.0,28797.119999999988,0.0,0.0,0.0
800,722090,WRIGHT AAF AIRPORT,GA,31.883,-81.567,18.7,66.58928571428571,102.7,0.0,1075.98,0.0,1.0,1.0
2486,911620,BARKING SANDS PACIFIC MISSILE,HI,22.033,-159.783,62.1,76.66969696969699,90.0,0.0,309.76,0.0,0.0,0.0
799,911977,BRADSHAW ARMY AIRFIELD,HI,19.76,-155.554,30.2,57.56805555555555,81.7,0.0,612.3,0.0,0.0,0.0
503,998191,HILO,HI,19.717,-155.05,62.1,73.58851540616247,85.8,0.0,0.0,0.0,0.0,0.0
2335,912850,HILO INTERNATIONAL AIRPORT,HI,19.719,-155.053,60.1,74.2882191780822,89.1,0.0,95.72,0.0,0.0,0.0
641,994007,HONOLULU,HI,21.3,-157.87,66.0,76.87821229050279,86.2,0.0,0.0,0.0,0.0,0.0
2516,911820,HONOLULU INTERNATIONAL AIRPOR,HI,21.324,-157.929,61.0,77.66383561643838,91.0,0.0,13.12,0.0,0.0,0.0
2334,911900,KAHULUI AIRPORT,HI,20.9,-156.429,46.0,77.64849315068491,96.1,0.0,6.809999999999999,0.0,0.0,0.0
1503,911780,KALAELOA AIRPORT (JOHN RODGER,HI,21.317,-158.067,61.0,78.00082191780821,93.9,0.0,34.01999999999999,0.0,0.0,0.0
2333,911760,KANEOHE MCAS,HI,21.45,-157.768,64.0,77.7190625,87.1,0.0,19.830000000000002,0.0,0.0,0.0
153,997173,KAWAIHAE,HI,20.037,-155.829,66.9,77.77430167597765,90.0,0.0,0.0,0.0,0.0,0.0
1506,911975,KONA INTL AT KEAHOLE ARPT,HI,19.736,-156.049,53.1,78.79808219178082,102.0,0.0,24.019999999999996,1.0,0.0,3.0
1505,911905,LANAI AIRPORT,HI,20.79,-156.949,55.9,71.32027397260273,86.0,0.0,27.840000000000003,0.0,0.0,0.0
2332,911650,LIHUE AIRPORT,HI,21.984,-159.341,60.1,75.47397260273974,87.1,0.0,29.509999999999998,1.0,0.0,3.0
506,998193,MOKUOLOE,HI,21.433,-157.783,66.0,76.7129476584022,86.5,0.0,0.0,0.0,0.0,0.0
1504,911860,MOLOKAI AIRPORT,HI,21.155,-157.096,54.0,75.41643835616439,91.9,0.0,30.779999999999994,0.0,0.0,0.0
660,997384,MOLUOLOE,HI,20.9,-156.47,61.9,75.57206703910614,84.6,0.0,0.0,0.0,0.0,0.0
504,998195,NAWILIWILI,HI,21.95,-159.35,59.9,75.06536312849163,83.5,0.0,0.0,0.0,0.0,0.0
1870,911700,WAHIAWA /WHEELER/SC,HI,21.483,-158.033,55.4,72.63150684931506,87.3,0.0,837.0999999999998,0.0,0.0,0.0
1276,725457,ALGONA MUNICIPAL AIRPORT,IA,43.078,-94.272,-18.4,46.15164835164835,96.8,0.0,0.0,0.0,0.0,0.0
1285,725472,AMES MUNICIPAL AIRPORT,IA,41.991,-93.619,-20.0,48.44203296703297,97.0,0.0,80.53999999999998,0.0,0.0,0.0
1281,725466,ANKENY REGIONAL AIRPORT,IA,41.691,-93.566,-13.0,49.494490358126725,100.4,0.0,26597.339999999993,0.0,0.0,0.0
1283,725468,ARTHUR N. NEU AIRPORT,IA,42.046,-94.789,-14.8,48.03684210526316,96.8,0.0,23397.66,0.0,0.0,0.0
1273,725453,ATLANTIC MUNICIPAL AIRPORT,IA,41.407,-95.047,-14.8,48.50340909090909,98.6,0.0,23597.639999999996,0.0,0.0,0.0
1303,725498,AUDUBON COUNTY AIRPORT,IA,41.7,-94.917,-14.8,48.20027777777777,96.8,0.0,19598.04,0.0,0.0,0.0
1294,725486,BOONE MUNICIPAL AIRPORT,IA,42.049,-93.848,-13.0,48.13406593406594,96.8,0.0,24197.58,0.0,0.0,0.0
412,722274,CENTERVILLE MUNICIPAL AIRPORT,IA,40.684,-92.901,-13.0,40.80843373493976,96.8,0.0,7499.249999999999,0.0,0.0,0.0
1284,725469,CHARITON MUNICIPAL AIRPORT,IA,41.019,-93.359,-13.0,49.885205479452054,95.0,0.0,28797.12,0.0,0.0,0.0
1279,725463,CHARLES CITY MUNICIPAL APT,IA,43.073,-92.611,-20.2,45.38301369863013,95.0,18.2,8642.859999999999,0.0,0.0,0.0
927,720344,CHEROKEE MUNICIPAL AIRPORT/  ,IA,42.732,-95.556,-17.0,46.78375350140056,97.7,0.0,10814.900000000001,0.0,0.0,0.0
1277,725458,CLARION MUNICIPAL AIRPORT,IA,42.742,-93.759,-20.2,45.88214285714286,96.8,0.0,0.0,0.0,0.0,0.0
1286,725473,CLINTON MUNICIPAL AIRPORT,IA,41.833,-90.333,-14.1,48.41263736263737,97.0,0.0,263.82000000000005,0.0,0.0,0.0
1302,725497,COUNCIL BLUFFS MUNI ARPT,IA,41.259,-95.76,-14.8,50.87305555555555,96.8,0.0,23197.68,0.0,0.0,0.0
1287,725474,CRESTON MUNICIPAL AIRPORT,IA,41.007,-94.363,-13.0,48.82773109243697,96.8,0.0,22197.780000000002,0.0,0.0,0.0
2097,744550,DAVENPORT MUNICIPAL AIRPT,IA,41.614,-90.591,-9.4,49.745479452054795,97.0,127.1,33.29,0.0,0.0,0.0
1289,725476,DECORAH MUNICIPAL AIRPORT,IA,43.275,-91.739,-18.4,44.88130311614731,95.0,0.0,7251.74,0.0,0.0,0.0
1290,725477,DENISON MUNICIPAL AIRPORT,IA,41.986,-95.381,-14.8,49.00174927113703,98.6,0.0,22197.78,0.0,0.0,0.0
2272,725460,DES MOINES INTERNATIONAL AIRP,IA,41.534,-93.653,-11.0,50.337362637362645,99.0,251.0,33.67,1.0,3.0,6.0
2274,725470,DUBUQUE REGIONAL AIRPORT,IA,42.398,-90.704,-18.0,47.2786301369863,96.1,231.50000000000003,33.15,0.0,0.0,0.0
1365,726499,ESTHERVILLE MUNI AIRPORT,IA,43.401,-94.747,-20.0,45.591232876712326,98.1,0.0,45.699999999999996,0.0,0.0,0.0
1364,726498,FAIRFIELD MUNICIPAL ARPT,IA,41.053,-91.979,-11.2,49.89917582417583,96.8,0.0,0.0,0.0,0.0,0.0
404,720643,FOREST CITY MUNICIPAL AIRPORT,IA,43.235,-93.624,-22.0,44.36077348066299,95.0,0.0,28197.179999999993,0.0,0.0,0.0
1297,725490,FORT DODGE REGIONAL APRT,IA,42.55,-94.183,-20.0,47.30192837465565,96.1,0.0,44.760000000000005,0.0,0.0,0.0
796,725483,FORT MADISON MUNICIPAL APT,IA,40.659,-91.327,-9.4,56.29864864864866,98.6,0.0,20797.92,0.0,0.0,0.0
764,725292,GRINNELL REGIONAL AIRPORT,IA,41.709,-92.735,-10.3,50.74494382022473,98.8,0.0,5017.44,0.0,0.0,0.0
963,722097,HARLAN MUNICIPAL AIRPORT,IA,41.584,-95.339,-16.6,48.41049723756906,100.4,0.0,0.0,0.0,0.0,0.0
897,720293,INDEPENDENCE MUNICIPAL APT,IA,42.453,-91.948,-16.4,46.42349570200574,95.7,0.0,18635.6,0.0,0.0,0.0
1962,725462,IOWA CITY MUNI,IA,41.639,-91.547,-9.4,50.0586301369863,98.1,0.0,56.48000000000001,0.0,0.0,0.0
573,722331,IOWA FALLS MUNI,IA,42.467,-93.267,-16.2,47.28602739726027,95.7,0.0,11839.26,0.0,0.0,0.0
1275,725456,KEOKUK MUNICIPAL AIRPORT,IA,40.46,-91.428,-9.4,51.59146005509642,96.8,0.0,0.0,0.0,0.0,0.0
1298,725493,KNOXVILLE MUNICIPAL ARPT,IA,41.299,-93.114,-9.4,51.03463687150838,96.8,0.0,25797.42,0.0,0.0,0.0
1304,725499,LAMONI MUNICIPAL AIRPORT,IA,40.631,-93.901,-11.0,51.18739726027397,97.0,0.0,63.559999999999995,0.0,0.0,0.0
1293,725484,LE MARS MUNICIPAL AIRPORT,IA,42.778,-96.194,-16.6,46.241420118343186,107.6,0.0,27597.239999999998,0.0,0.0,0.0
1278,725461,MARSHALLTOWN MUNICIPAL APT,IA,42.111,-92.916,-18.0,47.3728021978022,96.1,0.0,49.879999999999995,0.0,0.0,0.0
2275,725485,MASON CITY MUNICIPAL ARPT,IA,43.154,-93.327,-22.0,44.57041095890411,95.0,353.4,28.700000000000003,0.0,0.0,0.0
1288,725475,MONTICELLO REGIONAL ARPT,IA,42.224,-91.166,-18.4,33.56285714285713,96.8,0.0,11998.799999999997,0.0,0.0,0.0
907,720309,MOUNT PLEASANT MUNI ARPT,IA,40.947,-91.511,-7.6,51.679166666666674,98.6,0.0,29397.059999999994,0.0,0.0,0.0
1295,725487,MUSCATINE MUNICIPIAL ARPT,IA,41.367,-91.15,-7.6,50.712912087912095,100.4,0.0,27797.21999999999,0.0,0.0,0.0
1280,725464,NEWTON MUNICIPAL AIRPORT,IA,41.674,-93.022,-14.8,48.91785714285713,96.8,0.0,0.0,0.0,0.0,0.0
1296,725488,OELWEIN MUNICIPAL AIRPORT,IA,42.681,-91.974,-20.2,45.67863013698631,96.8,0.0,52.25999999999999,0.0,0.0,0.0
361,720701,OSCEOLA MUNICIPAL AIRPORT,IA,41.052,-93.689,-11.4,50.81318681318681,98.2,0.0,10039.619999999999,0.0,0.0,0.0
929,720351,OSKALOOSA MUNICIPAL AIRPORT,IA,41.226,-92.491,-8.5,51.71236263736264,100.8,0.0,8030.9,0.0,0.0,0.0
2273,725465,OTTUMWA INDUSTRIAL AIRPORT,IA,41.108,-92.447,-11.0,50.088493150684926,97.0,0.0,25.74,0.0,0.0,0.0
909,720312,PELLA MUNICIPAL AIRPORT,IA,41.4,-92.946,-13.9,49.631232876712325,98.2,0.0,10046.96,0.0,0.0,0.0
457,720412,PERRY MUNICIPAL AIRPORT,IA,41.828,-94.16,-13.0,46.80032051282051,102.4,0.0,7837.099999999998,0.0,0.0,0.0
1299,725494,RED OAK MUNICIPAL AIRPORT,IA,41.01,-95.26,-11.2,50.6393351800554,98.6,0.0,20597.94,0.0,0.0,0.0
1292,725479,SCHENCK FIELD AIRPORT,IA,40.722,-95.026,-11.2,50.231680440771356,98.6,0.0,20197.979999999996,0.0,0.0,0.0
1778,725420,SE IOWA REGIONAL AIRPORT,IA,40.783,-91.125,-9.9,50.864657534246575,97.0,0.0,126.10000000000002,0.0,0.0,0.0
1300,725495,SHELDON MUNICIPAL AIRPORT,IA,43.208,-95.833,-18.4,45.612912087912086,98.6,0.0,27397.259999999995,0.0,0.0,0.0
1282,725467,SHENANDOAH MUNICIPAL ARPT,IA,40.751,-95.413,-11.2,51.25631868131868,98.6,0.0,21797.82,0.0,0.0,0.0
2467,725570,SIOUX GATEWAY/COL BUD DAY FIE,IA,42.391,-96.379,-16.6,49.460497237569065,102.0,47.699999999999996,15.370000000000001,0.0,0.0,0.0
1366,726500,SPENCER MUNICIPAL AIRPORT,IA,43.164,-95.202,-18.0,47.158904109589045,100.9,414.0,242.83999999999992,0.0,0.0,0.0
1301,725496,STORM LAKE MUNICIPAL ARPT,IA,42.597,-95.241,-18.4,46.53134328358208,96.8,0.0,25397.459999999995,0.0,0.0,0.0
2271,725450,THE EASTERN IOWA AIRPORT,IA,41.883,-91.717,-15.0,47.53205479452055,96.1,0.0,28.16,0.0,0.0,0.0
921,720326,VINTON VETERANS MEMORIAL AIRP,IA,42.219,-92.026,-16.6,49.48876712328767,100.8,0.0,24008.539999999997,0.0,0.0,0.0
1274,725454,WASHINGTON MUNICIPAL ARPT,IA,41.276,-91.673,-11.2,49.6767955801105,98.6,0.0,26997.299999999992,0.0,0.0,0.0
