,usaf,name,state,lat,lon
4219,723600,CLAYTON MUNICIPAL AIRPARK AIR,NM,36.449,-103.154
4221,747400,KIMBLE COUNTY AIRPORT,TX,30.511,-99.766
4222,725814,DUGWAY PRVG GROUND,UT,40.2,-112.933
4223,722507,CHARLES R JOHNSON,TX,26.563,-97.438
4224,722425,GALVESTON COAST GUARD STATION,TX,29.33,-94.77
4225,723814,TWENTYNINE PALMS NAAS,CA,34.3,-116.167
4229,703615,OCEAN CAPE (CGS)             ,AK,59.517,-139.767
4230,723567,TULSA WSO/(INOLA)            ,OK,36.18,-95.56
4231,725186,OGDENSBURG INTL,NY,44.682,-75.466
4232,723348,ABILENE(NEXRAD)              ,TX,32.533,-99.25
4234,722923,CAMP PENDLETON MCAS,CA,33.3,-117.35
4235,722336,BOOTHVILLE,LA,29.33,-89.4
4236,725685,DOUGLAS,WY,42.75,-105.383
4237,725875,OWYHEE,NV,41.953,-116.188
4238,725896,LAKEVIEW,OR,42.22,-120.35
4239,726695,LEMMON MUNI,SD,45.919,-102.106
4240,726785,BERT MOONEY,MT,45.965,-112.501
4245,725837,SUSANVILLE MUNI,CA,40.376,-120.573
4247,723805,NEEDLES AIRPORT,CA,34.768,-114.619
4248,911978,BRADSHAW AAF,HI,19.767,-155.55
4249,722974,LONG BEACH,CA,33.767,-118.167
4250,722805,YUMA MCAS,AZ,32.65,-114.617
4251,726356,SAINT JOSEPH COAST GUARD STAT,MI,42.12,-86.48
4253,726365,LUDINGTON COAST GUARD STATION,MI,43.95,-86.47
4254,726366,MUSKEGON COAST GUARD STATION,MI,43.23,-86.33
4255,726367,POINT BETSIE / FRANKFORT,MI,44.62,-86.2
4256,726376,PORT HURON COAST GUARD STATIO,MI,43.0,-82.42
4257,726386,FRANKFORT COAST GUARD STATION,MI,44.63,-86.25
4258,746180,CUDDLEBACK GUNNERY,CA,35.267,-117.433
4260,722888,NORTH CENTRAL LOWER,MI,44.9,-84.717
4262,724757,MILFORD MUNICIPAL AP,UT,38.417,-113.017
4263,726320,WHITE LAKE,MI,42.683,-83.467
4264,725805,DERBY FIELD AIRPORT,NV,40.068,-118.569
4265,725825,ELKO REGIONAL AIRPORT,NV,40.829,-115.789
4271,722375,VERMILION B131               ,LA,29.07,-92.18
4272,722957,LONG BEACH,CA,32.75,-118.417
4273,726655,GILLETTE (AMOS)              ,WY,44.35,-105.533
4274,722335,WEST CAMERON,LA,28.33,-93.02
4275,722365,MAIN PASS B68                ,LA,29.67,-88.88
4276,722385,VERMILION B215               ,LA,28.7,-92.32
4277,722395,GRAND ISLE B95               ,LA,28.5,-90.12
4279,724289,TOLEDO COAST GUARD STATION,OH,41.7,-83.45
4280,725195,OSWEGO COAST GUARD STATION,NY,43.47,-76.52
4281,725215,LORAIN COAST GUARD STATION,OH,41.47,-82.18
4282,725249,MARBLEHEAD COAST GUARD STATIO,OH,41.55,-82.73
4283,725255,ASHTABULA COAST GUARD STATION,OH,41.92,-80.8
4284,725285,BUFFALO COAST GUARD STATION,NY,42.88,-78.88
4285,725288,NIAGARA COAST GUARD STATION,NY,43.27,-79.07
4286,725385,BELLE ISLE COAST GUARD STATIO,MI,42.33,-82.97
4287,726389,NORTH MANITOU SHOAL,MI,45.02,-85.95
4289,726397,TAWAS POINT COAST GUARD STATI,MI,44.25,-83.43
4290,726398,THUNDER BAY ISLAND,MI,45.07,-83.55
4291,726406,KENOSHA COAST GUARD STATION,WI,42.58,-87.75
4292,727348,SAINT IGNACE,MI,45.85,-84.72
4293,727376,GRAND MARAIS COAST GUARD STAT,MI,46.67,-85.98
4294,727416,DEVILS ISLAND LIGHT STATION,WI,47.08,-90.73
4295,727439,MANITOU ISLAND(CGS)          ,MI,47.417,-87.583
4296,727446,TWO HARBORS(AWOS)            ,MN,47.1,-91.75
4297,727448,PORTAGE COAST GUARD STATION,MI,47.23,-88.63
4298,726408,SHEBOYGAN COAST GUARD STATION,WI,43.75,-87.7
4302,722409,TENNECO PLATFORM,LA,28.0,-93.0
4303,722521,LAREDO INTL,TX,27.617,-99.517
4304,723485,POPLAR BLUFF(AMOS)&          ,MO,36.767,-90.467
4307,704891,NORTH ROCK HARBOR,AK,53.883,-166.533
4310,723961,PT.PIEDRAS BLANCA,CA,35.667,-121.283
4311,726086,LIBBY ISLAND (CGS)           ,ME,44.567,-67.367
4312,702736,FT RICHARDSON/BRYN&          ,AK,61.267,-149.65
4314,743925,THE CUCKOLDS (CGS)           ,ME,43.783,-69.65
4315,727933,AUBURN,WA,47.283,-122.183
4316,725723,SALT LAKE CITY,UT,40.783,-111.95
4317,726378,SHELBY,AL,33.167,-86.767
4320,725771,726710                       ,WY,42.533,-110.117
4321,724398,WEST PLAINS,IL,36.883,-91.9
4324,723781,GRAND CANYON PARK,AZ,35.95,-112.15
4325,724991,POINT ARENA (CGS)            ,CA,38.95,-123.733
4326,723921,POINT ARGUELLO(CGS)          ,CA,34.567,-120.667
4327,724131,PIKEVILLE (RAMOS)            ,KY,37.483,-82.517
4328,724971,CHICO MUNICIPAL   &          ,CA,39.783,-121.85
4329,725551,BURWELL MUNI,NE,41.783,-99.15
4330,725681,DOUGLAS,WY,42.75,-105.383
4331,725841,SUSANVILLE MUNI,CA,40.383,-120.567
4332,725861,GOODING MUNICIPAL ARPT,ID,42.917,-114.767
4333,725891,LAKEVIEW,OR,42.183,-120.35
4334,726111,LEBANON MUNICIPAL AP,NH,43.626,-72.305
4335,726671,BROADUS           &          ,MT,45.433,-105.4
4336,726681,MOBRIDGE,SD,45.533,-100.433
4337,726691,LEMMON,SD,45.933,-102.167
4338,726791,BUTTE SILVER BOW CO ARPT,MT,45.965,-112.501
4339,726861,SALMON,ID,45.117,-113.883
4340,726871,GRANGEVILLE       &          ,ID,45.95,-116.133
4341,726951,NEWPORT,OR,44.633,-124.05
4342,727871,COLVILLE MUNICIPAL,WA,48.55,-117.883
4343,722100,TAMPA BAY AREA  FL.          ,FL,27.7,-82.4
4344,725307,WILMETTE (MARINES)&          ,IL,42.067,-87.683
4345,742005,PATOS ISLAND (CGS)           ,WA,48.733,-122.967
4347,722905,POINT LOMA / CABRILLO,CA,32.67,-117.48
4348,724947,PILLAR PT / EL GRANDA,CA,37.5,-122.5
4349,742016,FRIDAY HARBOR,WA,48.5,-123.0
4350,724049,SMITH POINT / SUNNYBANK,VA,37.88,-76.18
4351,745095,SANTA CRUZ HARBOR,CA,36.97,-122.0
4352,723929,OXNARD / CHANNEL ISLAND,CA,34.17,-119.22
4353,724918,CASTROVILLE / MOSS,CA,36.8,-121.8
4354,745097,SAN FRANCISCO PBS,CA,37.75,-122.7
4355,722958,CABRILLO BEACH,CA,33.72,-118.28
4356,702646,MT MCKINLEY NATL PK,AK,63.65,-148.8
4357,726399,MANISTIQUE,MI,45.95,-86.23
4359,745900,BARNEGAT COAST GUARD STATION,NJ,39.77,-74.1
4360,722915,TUSTIN MCAF,CA,33.7,-117.833
4361,722408,INTRACOASTAL CITY,LA,29.767,-92.117
4364,702677,ISABELL PASS CAMP,AK,63.083,-145.5
4365,722117,EGMONT KEY COAST GUARD STATIO,FL,27.6,-82.77
4366,702719,SNOWSHOE LAKE,AK,62.033,-142.667
4368,723077,NORFOLK / CHESAPEAK,VA,36.9,-75.72
4369,722019,ISLAMORADA COAST GUARD STATIO,FL,24.95,-80.58
4370,722047,FORT PIERCE COAST GUARD STATI,FL,27.47,-80.3
4371,722236,MOBILE POINT COAST GUARD STAT,AL,30.23,-88.03
4372,722407,CALCASIEU COAST GUARD STATION,LA,29.78,-93.35
4373,722415,SABINE PASS COAST GUARD STATI,TX,29.73,-93.87
4374,722519,PORT ARANSAS COAST GUARD STAT,TX,27.83,-97.07
4375,723045,OREGON INLET COAST GUARD STAT,NC,35.77,-75.52
4376,724027,PARRAMORE BEACH,VA,37.53,-75.62
4377,724047,THOMAS POINT COAST GUARD STAT,MD,38.9,-76.43
4378,726956,YAQUINA BAY COAST GUARD STATI,OR,44.62,-124.05
4379,747985,DRY TORTUGAS (CGS)           ,FL,24.633,-82.917
4380,747986,MARATHON COAST GUARD STATION,FL,24.72,-81.12
4381,722228,SANTA ROSA COAST GUARD STATIO,FL,30.32,-87.25
4382,722326,GRAND ISLE COAST GUARD STATIO,LA,29.27,-89.95
4383,722437,FREEPORT COAST GUARD STATION,TX,28.95,-95.3
4384,723047,ORACOKE COAST GUARD STATION,NC,35.12,-75.98
4385,725947,SAMOA / HUMBOLDT BAY,CA,40.77,-124.23
4386,722557,PORT OCONNOR (CGS)           ,TX,28.433,-96.433
4387,723016,WRIGHTSVILLE BEACH,NC,34.18,-77.82
4388,723099,CAPE LOOKOUT COAST GUARD STAT,NC,34.6,-76.53
4389,727929,WILLAPA HARBOR,WA,46.698,-123.823
4390,722985,LONGBEACH RADIO,CA,33.75,-118.333
4391,727916,GRAYS HARBOR COAST GUARD STAT,WA,46.92,-124.1
4392,722237,PASCAGOULA COAST GUARD STATIO,MS,30.37,-88.57
4393,724069,STILLPOND COAST GUARD STATION,MD,39.33,-76.1
4394,745945,ANNAPOLIS COAST GUARD STATION,MD,38.92,-76.47
4395,724958,PORT CHICAGO,CA,38.03,-122.03
4396,726188,BEAR ISLAND COAST GUARD STATI,ME,44.28,-68.27
4398,724076,ATLANTIC CITY (CGS)          ,NJ,39.379,-74.424
4399,744976,NTPD AIR OPS HELIPORT,NY,40.6,-73.9
4400,724098,AMBROSE / FT. TILDEN,NY,40.45,-73.82
4401,744975,SHORT BEACH COAST GUARD STATI,NY,40.58,-73.55
4402,745965,CAPE MAY (CGS)               ,NJ,38.95,-74.883
4403,725028,BAY SHORE / FIRE ISLAND,NY,40.63,-73.27
4404,725995,CAPE BLANCO COAST GUARD STATI,OR,42.83,-124.57
4405,726915,COOS BAY COAST GUARD STATION,OR,43.35,-124.33
4406,727915,CAPE DISAPPOINTMENT,WA,46.28,-124.05
4407,727978,CAPE FLATTERY(CGLS)          ,WA,48.383,-124.733
4408,742075,POINT ROBINSON COAST GUARD LI,WA,47.38,-122.37
4409,722036,LAKE WORTH INLET,FL,26.77,-80.05
4410,725039,EATONS NECK COAST GUARD STATI,NY,40.95,-73.4
4411,725055,CHATHAM COAST GUARD STATION,MA,41.67,-69.95
4412,725099,GLOUCESTER COAST GUARD STATIO,MA,42.58,-70.67
4413,726035,MOUNT DESSERT (CGS)          ,ME,43.967,-68.133
4414,726036,ROCKLAND LS (CGS)            ,ME,43.833,-68.833
4415,726059,PORTSMOUTH HARBOR,NH,43.07,-70.72
4416,726067,SCITUATE COAST GUARD STATION,MA,42.2,-70.72
4417,726068,RACE POINT COAST GUARD STATIO,MA,42.05,-70.18
4418,726069,SANDWICH COAST GUARD STATION,MA,41.78,-70.5
4419,726187,ROCKLAND COAST GUARD STATION,ME,44.1,-69.1
4420,743926,MONHEGAN / MANANA ISLAND,ME,43.77,-69.33
4421,722077,TYBEE COAST GUARD STATION,GA,32.02,-80.85
4422,722058,PONCE DE LEON INLET,FL,29.07,-80.92
4423,725089,NEW HAVEN COAST GUARD STATION,CT,41.27,-72.9
4424,724099,SANDY HOOK COAST GUARD STATIO,NJ,40.47,-74.02
4425,725049,LITTLE GULF ISLAND LIGHT STAT,CT,41.2,-72.1
4426,725047,NEW LONDON LEDGE COAST GUARD,CT,41.3,-72.08
4427,725057,BRANT POINT COAST GUARD STATI,MA,41.28,-70.08
4428,726078,EGG ROCK LIGHT STATION,ME,44.35,-68.13
4429,725048,FAULKNER ISLAND COAST GUARD L,CT,41.22,-72.67
4433,702653,EIELSON AFB       &          ,AK,64.65,-147.067
4434,724721,BLANDING,UT,37.617,-109.467
4435,724771,GREEN RIVER RANGE,UT,39.0,-110.15
4436,726761,WEST YELLOWSTONE  &          ,MT,44.65,-111.1
4437,726916,UMPQUA RIVER COAST GUARD STAT,OR,43.68,-124.17
4438,725643,ARLINGTON EXIT I-80          ,WY,41.583,-106.2
4439,724046,INDIAN RIVER COAST GUARD STAT,DE,38.62,-75.07
4442,722658,SANDERSON (RAMOS)            ,TX,30.167,-102.417
4443,702680,GLENNALLEN  AK,AK,62.1,-145.967
4444,702965,JOHNSTONE POINT,AK,60.483,-146.6
4445,700265,BARROW W POST-W ROGERS ARPT,AK,71.333,-156.633
4446,700868,ATIGUN,AK,68.183,-149.417
4447,700869,CHANDALAR SHELF,AK,68.067,-149.583
4448,700866,CHALLENGE ISLAND,AK,70.233,-146.5
4450,700867,FRANKLIN BLUFFS,AK,69.717,-148.683
4451,702616,OLD MAN,AK,66.45,-150.583
4452,723401,LITTLE ROCK ADAMS FIELD,AR,34.727,-92.239
4454,727577,GRAND FORKS NEXRAD,ND,47.533,-97.333
4455,724630,LAMAR,CO,38.083,-102.617
4456,724670,DENVER INTL AP,CO,39.833,-104.658
4464,911880,PUKALANI FIRE STN,HI,20.833,-156.333
4465,700639,HAPPY VALLEY,AK,69.167,-148.817
4466,701175,,AK,,
4467,723816,GENERAL WILLIAM J. FOX AIRFIE,CA,34.741,-118.212
4468,703816,FUNTER BAY SEAPLANE,AK,58.25,-134.9
4471,725500,EPPLEY AIRFIELD AIRPORT,NE,41.31,-95.899
4472,700271,BARROW POINT BARROW,AK,71.333,-156.65
4473,703885,CAPE POLE SEAPLANE,AK,55.967,-133.8
4474,911630,PORT ALLEN ARPT,HI,21.9,-159.6
4475,703921,,AK,,
4478,702790,CAPE HINCHINBROOK,AK,60.233,-146.65
4479,725111,HARRISBURG CAPITAL CITY ARPT,PA,40.217,-76.85
4480,725637,GORDON MUNI,NE,42.806,-102.175
4482,700865,BARTER ISLAND(AWOS)          ,AK,70.133,-143.583
4485,703865,LEVEL ISLAND,AK,56.467,-133.1
4486,701746,DIETRICK (PRIVATE)           ,AK,67.683,-149.733
4488,701748,PROSPECT CREEK AIRPORT,AK,66.817,-150.65
4489,701795,FIVE MILE CAMP,AK,65.933,-149.833
4490,703625,HAINES BOAT HARBOR,AK,59.233,-135.433
4491,727685,GLASGOW INDUSTRIAL,MT,48.421,-106.528
4492,726799,DILLON SAWRS,MT,45.25,-112.55
4497,722889,APPLE VALLEY,CA,34.575,-117.186
4501,725707,VERNAL,UT,40.47,-109.53
4505,726765,WEST YELLOWSTONE  &          ,MT,44.683,-111.117
4506,723787,LAKE HAVASU (AWOS)           ,AZ,34.467,-111.767
4509,723275,CLARKSVILLE/OUTLAW,TN,36.617,-87.417
4511,702980,YAKATAGA,AK,60.083,-142.5
4514,704897,DRIFTWOOD BAY,AK,53.967,-166.85
4515,723920,SANTA PAULA,CA,34.35,-119.067
4517,744916,PITTSFIELD MUNI,MA,42.433,-73.3
4520,723305,OXFORD UNIVERSITY,MS,34.383,-89.533
4523,703431,MIDDLETON ISLAND AUT,AK,59.433,-146.333
4526,703570,SITKINAK(USCG)               ,AK,56.55,-154.133
4527,704895,CAPE SARICHEF ARPT,AK,54.6,-164.933
4532,723915,SANTA CRUZ ISLAND,CA,34.02,-119.75
4535,702716,TAHNETA PASS,AK,61.817,-147.55
4536,722227,PENSACOLA SAUFLEY NAS,FL,30.483,-87.35
4537,722572,FORT HOOD,TX,31.133,-97.717
4538,722979,LONG BEACH NAVAL STN,CA,33.75,-118.233
4539,723746,SHOW LOW MUNICIPAL,AZ,34.25,-110.033
4540,723785,PAGE MUNI (AMOS)  &          ,AZ,36.933,-111.45
4541,724236,JACKSON CARROLL ARPT,KY,37.591,-83.314
4542,724925,CROWS LANDING,CA,37.4,-121.133
4543,727725,ELLISTON,MT,46.567,-112.433
4551,722926,MARINE CORPS AIR STATION,CA,33.3,-117.35
4555,700636,PRUDHOE BAY,AK,70.25,-148.333
4557,702640,SUMMIT,AK,63.331,-149.127
4558,702717,SELAWIK,AK,66.6,-159.986
4560,702750,NATIONAL WEATHER SERVICE OFFI,AK,61.13,-146.352
4561,702795,HINCHINBROOK,AK,60.4,-146.083
4562,703600,CAPE SAINT ELIAS,AK,59.8,-144.6
4563,703650,CAPE SPENCER,AK,58.2,-136.633
4565,722025,FORT LAUDERDALE HOL,FL,26.072,-80.154
4566,722045,VERO BEACH MUNI,FL,27.653,-80.243
4567,722056,DAYTONA BEACH INTL,FL,29.183,-81.048
4569,722135,ALMA/BACON CO.               ,GA,31.536,-82.507
4572,722422,SCHOLES INTL AT GLSTON APT,TX,29.273,-94.859
4573,722435,WILLIAM P HOBBY,TX,29.638,-95.282
4574,722445,EASTERWOOD FLD,TX,30.589,-96.365
4576,722525,LAREDO INTL ARPT,TX,27.617,-99.517
4578,722556,CHASE NAVAL AIR STATION,TX,28.367,-97.667
4580,722635,JUNCTION,TX,30.511,-99.766
4581,722665,ABILENE DYESS AFB,TX,32.433,-99.85
4582,722685,CORONA / LINCOLN,NM,34.1,-105.667
4583,722707,GUADALUPE PASS,TX,31.831,-104.809
4586,722746,SAFFORD MUNICIPAL,AZ,32.85,-109.633
4588,722901,SAN DIEGO/MONTGOMER,CA,32.817,-117.133
4589,722908,EL TORO(USMC)                ,CA,33.667,-117.733
4590,722978,HUNTINGTON BEACH,CA,33.65,-118.0
4591,723040,CAPE HATTERAS,NC,35.233,-75.622
4593,723125,ANDERSON RGNL,SC,34.498,-82.71
4595,723145,HICKORY RGNL,NC,35.743,-81.382
4596,723155,HOT SPRINGS (AWRS)           ,NC,35.9,-82.817
4597,723181,BRISTOL TRI CITY AIRPORT,TN,36.473,-82.404
4598,723245,MONTEAGLE,TN,35.25,-85.85
4599,723265,CROSSVILLE MEM WHIT,TN,35.951,-85.081
4601,723301,TUPELO C D LEMONS ARPT,MS,34.262,-88.771
4602,723345,MEMPHIS NAS,TN,35.35,-89.867
4603,723489,CAPE GIRARDEAU RGNL,MO,37.225,-89.571
4604,723490,MONETTE,MO,36.917,-94.017
4606,723655,MORIARTY,NM,34.98,-106.05
4607,723659,TAOS,NM,36.383,-105.6
4608,723671,CLAYTON MUNICIPAL AIRPARK,NM,36.449,-103.154
4609,723678,RATON MUNICIPAL CREWS FIELD A,NM,36.741,-104.502
4610,723721,PRESCOTT MUNICIPAL AP,AZ,34.652,-112.421
4612,723786,KINGMAN (AMOS)    &          ,AZ,35.25,-113.933
4613,723850,YUCCA FLATS TEST S T,NV,36.95,-116.05
4614,724045,SALISBURY OCEAN CIT,MD,38.341,-75.51
4615,724086,WILLOW GROVE NAS,PA,40.2,-75.15
4617,724126,WHITE SULPHUR SPRNG,WV,37.767,-80.333
4619,724396,QUINCY RGNL BALDWIN,IL,39.937,-91.192
4620,724456,ROLLA/VICHY AIRPORT,MO,38.131,-91.768
4621,724685,SALIDA/ALEXANDER,CO,38.533,-106.05
4622,724696,FRASER,CO,39.95,-105.833
4623,724697,FORT COLLINS DOWNTOWN,CO,40.588,-105.042
4625,724736,BULLFROG MARINA,UT,37.5,-110.7
4626,724766,MONTROSE,CO,38.5,-107.883
4628,724795,DELTA,UT,39.33,-112.58
4631,724936,CONCORD/BUCHANAN,CA,37.992,-122.055
4632,725035,LONG ISLAND MAC ART,NY,40.794,-73.102
4634,725095,WORCESTER RGNL,MA,42.271,-71.873
4635,725097,NAVAL AIR STATION,MA,42.15,-70.933
4636,725110,HARRISBURG CAPITAL CITY ARPT,PA,40.217,-76.851
4638,725135,TOBYHANNA,PA,41.183,-75.417
4639,725185,FLOYD BENNETT MEM,NY,43.35,-73.617
4640,725197,ONEIDA COUNTY AIRPORT,NY,43.145,-75.384
4641,725206,PITTSBURGH WSFO,PA,40.53,-80.22
4646,725455,SOUTHEAST IOWA RGNL,IA,40.783,-91.125
4647,725530,OMAHA,NE,41.367,-96.017
4648,725532,OMAHA EPPLEY AIRFIELD,NE,41.31,-95.899
4649,725627,MULLEN / HOOKER COUNTY,NE,42.05,-101.07
4650,725630,SIDNEY MUNICIPAL AP,NE,41.099,-102.986
4651,725680,DOUGLAS AIRPORT,WY,42.8,-105.383
4652,725706,PRICE/CARBON(RAMOS)          ,UT,39.617,-110.75
4653,725708,ROOSEVELT         &          ,UT,40.3,-109.983
4654,725716,RIFLE AVIATION WEATHER REPORT,CO,39.53,-107.8
4655,725740,ROCK SPRINGS ARPT,WY,41.594,-109.053
4656,725745,RAWLINS MUNICIPAL,WY,41.8,-107.2
4658,725787,STREVELL,ID,42.017,-113.25
4659,725820,ELKO,NV,40.85,-115.733
4660,725826,AUSTIN,NV,39.5,-117.08
4662,725848,SHELTER COVE,CA,40.02,-124.07
4663,725860,GOODING MUNICIPAL,ID,42.917,-114.767
4664,725950,ALTURAS,CA,41.5,-120.533
4668,726120,NEWPORT,VT,44.93,-72.2
4669,726150,WOLFEBORO/LAKES RGN,NH,43.583,-71.267
4670,726191,GREENVILLE (AMOS) &          ,ME,45.467,-69.583
4671,726221,MASSENA AP,NY,44.936,-74.846
4672,726340,GAYLORD,MI,44.9,-84.717
4673,726460,WAUSAU MUNICIPAL ARPT,WI,44.929,-89.628
4674,726630,MOORCROFT,WY,44.267,-104.95
4676,726666,CODY MUNI (AWOS)  &          ,WY,44.517,-109.017
4677,726675,MILES CITY MUNICIPAL ARPT,MT,46.427,-105.883
4678,726680,MOBRIDGE,SD,45.55,-100.417
4680,726775,HARLOWTON,MT,46.43,-109.83
4681,726795,WHITEHALL,MT,45.867,-111.967
4682,726796,DILLON AIRPORT,MT,45.258,-112.554
4683,726901,ROSEBURG,OR,43.239,-123.355
4685,727031,HOULTON INTL ARPT &          ,ME,46.133,-67.783
4686,727345,SAULT STE MARIE,MI,46.483,-84.367
4687,727410,PARK FALLS MUNI,WI,45.955,-90.424
4688,727572,DEVILS LAKE(AWOS)            ,ND,48.117,-98.9
4689,727576,GRAND FORKS INTL,ND,47.943,-97.184
4690,727645,DICKINSON MUNI,ND,46.799,-102.797
4691,727670,SLOULIN FIELD INTERNATIONAL A,ND,48.174,-103.637
4692,727795,THOMPSON FALLS,MT,47.6,-115.37
4695,727927,HOQUIAM AP,WA,46.973,-123.93
4696,727975,WHIDBEY ISLAND NAS,WA,48.35,-122.667
4697,744940,CHATHAM,MA,41.667,-69.967
4699,746715,PADUCAH BARKLEY FIELD,KY,37.056,-88.774
4701,724337,VANDALIA FAA AIRPORT,IL,38.983,-89.167
4704,722682,SOUTH MARSH 268A             ,LA,29.12,-91.87
4706,701190,PORT CLARENCE CGS,AK,65.254,-166.859
4707,745060,ALAMEDA(USN)                 ,CA,37.733,-122.317
4708,745950,OCEAN CITY,MD,38.33,-75.08
4711,722035,CLEWISTON,FL,26.75,-80.95
4712,703640,ELDRED ROCK,AK,58.967,-135.217
4713,703675,SISTERS ISLAND,AK,58.167,-135.25
4715,703715,BIORKA ISLAND SAWRS,AK,56.85,-135.533
4716,703815,PT. RETREAT (AMOS)           ,AK,58.4,-134.95
4720,722535,LACKLAND AFB KELLY,TX,29.383,-98.583
4840,724720,BLANDING,UT,37.617,-109.467
4843,700638,FALSE PASS,AK,54.85,-163.417
4844,700637,DEADHORSE AIRPORT,AK,70.192,-148.477
4845,701330,RALPH WIEN MEMORIAL AIRPORT,AK,66.867,-162.633
4847,702310,MCGRATH AIRPORT,AK,62.957,-155.61
4850,702510,TALKEETNA AIRPORT,AK,62.32,-150.095
4851,702590,KENAI MUNICIPAL AIRPORT,AK,60.58,-151.239
4852,702730,TED STEVENS ANCHORAGE INTL,AK,61.169,-150.028
4853,703400,ILIAMNA AIRPORT,AK,59.749,-154.909
4854,703410,HOMER AIRPORT,AK,59.642,-151.491
4855,703710,SITKA ROCKY GUTIERREZ ARPT,AK,57.048,-135.365
4856,703810,JUNEAU INTERNATIONAL,AK,58.357,-134.564
4857,703830,ANGOON SEAPLANE BASE,AK,57.499,-134.586
4859,703950,KETCHIKAN INTL AIRPORT,AK,55.36,-131.721
4860,722010,KEY WEST INTERNATIONAL AIRPOR,FL,24.557,-81.755
4861,722020,MIAMI INTERNATIONAL AIRPORT,FL,25.788,-80.317
4863,722065,JACKSONVILLE NAS,FL,30.233,-81.667
4864,722066,MAYPORT NAF,FL,30.4,-81.417
4865,722137,MALCOLM MC KINNON AIRPORT,GA,31.152,-81.391
4867,722226,WHITING FIELD NAVAL AIR STATI,FL,30.717,-87.017
4868,722230,MOBILE REGIONAL AIRPORT,AL,30.688,-88.246
4870,722287,ANNISTON METROPOLITAN ARPT,AL,33.587,-85.856
4871,722358,MCOM/PIKE CO/J E LWS FD AP,MS,31.183,-90.471
4872,722430,G BUSH INTERCONTINENTAL AP/HO,TX,29.98,-95.36
4873,722446,ANGELINA COUNTY AIRPORT,TX,31.236,-94.754
4874,722448,TYLER POUNDS REGIONAL ARPT,TX,32.354,-95.403
4875,722480,SHREVEPORT REGIONAL AIRPORT,LA,32.447,-93.824
4876,722515,CORPUS CHRISTI NAS,TX,27.683,-97.283
4877,722516,KINGSVILLE NAS,TX,27.5,-97.817
4878,722526,COTULLA-LA SALLE CO ARPT,TX,28.457,-99.218
4879,722590,DALLAS/FT WORTH INTERNATIONAL,TX,32.898,-97.019
4880,722740,TUCSON INTERNATIONAL AIRPORT,AZ,32.131,-110.955
4881,722780,PHOENIX SKY HARBOR INTL AIRPO,AZ,33.428,-112.004
4882,722909,NAVAL AUXILIARY LANDING FD,CA,32.567,-117.117
4883,723080,NORFOLK INTERNATIONAL AIRPORT,VA,36.903,-76.192
4884,723085,NORFOLK NAS,VA,36.937,-76.289
4885,723090,CHERRY POINT MCAS,NC,34.9,-76.883
4886,723096,JACKSONVILLE,NC,34.708,-77.44
4887,723120,GREENVILLE-SPARTANBURG INTL A,SC,34.906,-82.213
4888,723150,ASHEVILLE REGIONAL AIRPORT,NC,35.432,-82.538
4889,723230,HUNTSVILLE INTL/C.T.JONES FIE,AL,34.644,-86.787
4890,723235,NORTH WEST ALABAMA REGIONAL A,AL,34.744,-87.6
4891,723346,MCKELLAR-SIPES RGNL ARPT,TN,35.593,-88.917
4892,723419,S. AR RGNL AT GDWIN FLD AP,AR,33.221,-92.814
4893,723525,HOBART MUNICIPAL AIRPORT,OK,34.989,-99.053
4894,723627,GALLUP MUNICIPAL AIRPORT,NM,35.514,-108.794
4896,723740,WINSLOW-LINDBERGH REGIONAL AI,AZ,35.028,-110.721
4898,723830,SANDBERG,CA,34.744,-118.724
4899,723860,MCCARRAN INTERNATIONAL AIRPOR,NV,36.072,-115.163
4900,723925,SANTA BARBARA MUNICIPAL AIRPO,CA,34.426,-119.843
4901,723940,SANTA MARIA PUB/CAPT G A HANC,CA,34.899,-120.449
4904,724030,WASHINGTON DULLES INTERNATION,VA,38.935,-77.447
4905,724035,QUANTICO MCAF,VA,38.504,-77.305
4906,724075,MILLVILLE MUNICIPAL ARPT,NJ,39.366,-75.078
4907,724080,PHILADELPHIA INTERNATIONAL AI,PA,39.873,-75.227
4909,724090,NAES/MAXFIELD FIELD,NJ,40.033,-74.35
4911,724100,LYNCHBURG RGNL/PRESTON GLENN,VA,37.321,-79.207
4913,724110,ROANOKE REGIONAL/WOODRUM FIEL,VA,37.317,-79.974
4914,724120,RALEIGH COUNTY MEMORIAL AIRPO,WV,37.784,-81.123
4915,724140,YEAGER AIRPORT,WV,38.379,-81.59
4916,724170,ELKINS-RAND CO-J.RAND FIELD A,WV,38.89,-79.855
4917,724176,MGTN RGNL-W L B HART FD AP,WV,39.65,-79.921
4918,724177,ETRN WV RGNL/SHPHERD FD AP,WV,39.404,-77.945
4919,724210,CINCINNATI/NORTHERN KENTUCKY,KY,39.044,-84.672
4920,724220,BLUE GRASS AIRPORT,KY,38.041,-84.606
4921,724230,LOUISVILLE INTL-STANDIFORD FI,KY,38.181,-85.739
4923,724286,ZANESVILLE MUNICIPAL ARPT,OH,39.944,-81.892
4924,724290,J.M.COX DAYTON INTERNATIONAL,OH,39.906,-84.219
4925,724297,CINA MUNI APT/LUKN FD APT,OH,39.103,-84.419
4926,724320,EVANSVILLE REGIONAL AIRPORT,IN,38.044,-87.521
