,usaf,name,state,lat,lon,elev,min_temp,mean_temp,max_temp,total_snow,total_precipitation,high_prcp_days,tornado_funnel_cloud,hail,severity_rating
276,722118,VENICE MUNICIPAL AIRPORT,FL,27.072,-82.44,+0005.8,35.6,74.52025316455696,93.2,0.0,0.0,0.0,0.0,0.0,0.0
331,747930,VERO BEACH MUNICIPAL AIRPORT,FL,27.651,-80.42,+0008.5,28.0,74.46219178082193,98.1,0.0,41.58,0.0,0.0,0.0,0.0
383,997355,VIRGINIA KEY,FL,25.73,-80.15,+0010.0,44.2,80.36148867313914,99.7,0.0,0.0,0.0,0.0,0.0,0.0
735,A00023,WHITEHOUSE NAVAL OUTLYING FIE,FL,30.35,-81.883,+0030.2,21.9,69.26755162241889,99.0,0.0,16.61,0.0,0.0,0.0,0.0
741,720383,WHITING FIELD NAVAL AIR STATI,FL,30.704,-87.023,+0054.3,18.0,67.64613259668509,100.9,0.0,23.19,0.0,0.0,0.0,0.0
2185,722226,WHITING FIELD NAVAL AIR STATI,FL,30.717,-87.017,+0060.7,18.0,66.26426426426426,100.9,0.0,36.36,0.0,0.0,0.0,0.0
1805,747931,WINTER HAVEN'S GILBERT APT,FL,28.062,-81.754,+0044.5,30.9,74.45122699386503,109.0,0.0,43.11,0.0,0.0,0.0,0.0
1556,722189,WITHAM FIELD AIRPORT,FL,27.182,-80.221,+0005.5,37.4,75.31156250000001,95.0,0.0,5.57,0.0,0.0,0.0,0.0
176,721042,ZEPHYRHILLS MUNICIPAL AIRPORT,FL,28.228,-82.156,+0027.4,24.1,70.53130193905818,97.7,0.0,47.089999999999996,0.0,0.0,0.0,0.0
1902,722160,ALBANY MUNICIPAL,GA,31.533,-84.183,+0059.0,16.0,68.04520547945206,102.9,0.0,44.230000000000004,0.0,0.0,0.0,0.0
2348,723110,ATHENS/BEN EPPS AIRPORT,GA,33.948,-83.328,+0239.3,7.0,62.58547945205479,102.0,3.2,48.7,0.0,0.0,0.0,0.0
2396,722180,AUGUSTA REGIONAL AT BUSH FIEL,GA,33.364,-81.963,+0040.2,12.0,63.85479452054794,100.0,0.0,48.83,0.0,0.0,0.0,0.0
1755,723160,BACON COUNTY AIRPORT,GA,31.536,-82.507,+0058.8,19.0,67.1849582172702,105.1,0.0,27.29,0.0,0.0,0.0,0.0
819,720348,BALDWIN COUNTY AIRPORT,GA,33.154,-83.241,+0117.0,12.2,67.64747474747475,109.4,0.0,0.0,0.0,0.0,0.0,0.0
579,720409,BLAIRSVILLE AIRPORT,GA,34.85,-83.983,+0582.0,0.1,56.89171270718232,93.9,0.0,44.69,0.0,0.0,0.0,0.0
1540,722136,BRUNSWICK GOLDEN ISLES APT,GA,31.259,-81.466,+0007.9,18.5,67.38383561643835,100.6,0.0,33.13,0.0,0.0,0.0,0.0
1545,722156,CARTERSVILLE AIRPORT,GA,34.123,-84.849,+0232.6,6.8,61.55399449035813,96.8,0.0,52.53,0.0,0.0,0.0,0.0
1810,722109,CHEROKEE COUNTY AIRPORT,GA,34.317,-84.417,+0372.2,3.7,59.66962750716333,98.6,0.0,8.09,0.0,0.0,0.0,0.0
477,722691,CLAXTON EVANS COUNTY AIRPORT,GA,32.2,-81.87,+0034.1,19.8,66.86273972602741,102.4,0.0,0.0,0.0,0.0,0.0,0.0
1688,747812,COBB CO-MC COLLUM FLD ARPT,GA,34.013,-84.599,+0317.0,6.8,61.90301369863014,98.1,0.0,46.17,0.0,0.0,0.0,0.0
2386,722255,COLUMBUS METRO AIRPORT,GA,32.516,-84.942,+0119.5,12.9,65.92821917808219,102.0,0.0,52.79,0.0,0.0,0.0,0.0
1543,722154,DALTON MUNICIPAL AIRPORT,GA,34.722,-84.869,+0216.4,5.5,58.311428571428564,96.8,0.0,0.0,0.0,0.0,0.0,0.0
1551,722181,DANIEL FIELD AIRPORT,GA,33.467,-82.039,+0128.9,10.9,66.69479452054794,102.9,0.0,33.96,0.0,0.0,0.0,0.0
880,720268,DCATR CO INDUS AIRPK ARPT,GA,30.983,-84.633,+0043.0,16.7,67.39397260273974,104.7,0.0,47.06,0.0,0.0,0.0,0.0
1559,722196,DEKALB-PEACHTREE AIRPORT,GA,33.875,-84.302,+0305.4,7.0,61.78241758241759,100.0,0.0,56.2,0.0,0.0,0.0,0.0
949,722062,DOUGLAS MUNICIPAL AIRPORT,GA,31.477,-82.861,+0078.3,19.0,67.1282913165266,103.3,0.0,0.0,0.0,0.0,0.0,0.0
1519,720257,EARLY COUNTY AIRPORT,GA,31.397,-84.895,+0065.2,15.8,64.64821917808219,98.6,0.0,0.0,0.0,0.0,0.0,0.0
247,720951,EAST GEORGIA REGIONAL AIRPORT,GA,32.609,-82.37,+0100.3,15.8,65.86758241758241,104.0,0.0,0.0,0.0,0.0,0.0,0.0
1720,720263,ELBERT CO-PATZ FLD AIRPORT,GA,34.095,-82.816,+0183.8,7.7,62.4239263803681,96.3,0.0,17.54,0.0,0.0,0.0,0.0
186,721033,FITZGERALD MUNICIPAL AIRPORT,GA,31.684,-83.27,+0111.3,17.4,66.72465753424659,104.9,0.0,0.0,0.0,0.0,0.0,0.0
2019,722250,FORT BENNING,GA,32.333,-85.0,+0071.0,12.9,63.982692307692304,101.1,0.0,44.91,0.0,0.0,0.0,0.0
677,997301,FT PALASKI,GA,32.03,-80.9,+0006.0,21.6,68.09387186629526,93.2,0.0,0.0,0.0,0.0,0.0,0.0
1558,722195,FULTON CO-BROWN FLD ARPT,GA,33.779,-84.521,+0256.0,8.1,62.56520547945205,99.0,0.0,48.45,0.0,0.0,0.0,0.0
1524,720347,GREENE COUNTY REGIONAL AIRPOR,GA,33.598,-83.139,+0206.4,10.4,62.774709302325576,100.4,0.0,0.0,0.0,0.0,0.0,0.0
223,720966,GRIFFIN SPALDING COUNTY AIRPO,GA,33.227,-84.275,+0292.3,17.6,61.75694444444444,96.8,0.0,0.0,0.0,0.0,0.0,0.0
1686,747808,GWINNETT CO-BRISCOE FD APT,GA,33.98,-83.963,+0323.4,6.1,61.581095890410964,99.0,0.0,28.150000000000002,0.0,0.0,0.0,0.0
2339,722190,HARTSFIELD-JACKSON ATLANTA IN,GA,33.63,-84.442,+0307.9,8.1,64.03753424657533,99.0,0.0,52.51,0.0,0.0,0.0,0.0
184,721035,HAZLEHURST AIRPORT,GA,31.885,-82.647,+0078.0,17.6,65.96443148688046,102.0,0.0,0.0,0.0,0.0,0.0,0.0
225,720962,HEART OF GEORGIA REGIONAL AIR,GA,32.214,-83.128,+0093.3,14.0,64.44668508287293,100.4,0.0,0.0,0.0,0.0,0.0,0.0
320,720712,HENRY TIFT MYERS AIRPORT,GA,31.429,-83.489,+0108.2,23.9,68.9661478599222,102.0,0.0,0.0,0.0,0.0,0.0,0.0
562,720392,HOMERVILLE,GA,31.056,-82.774,+0056.7,18.5,67.06281690140845,102.7,0.0,0.0,0.0,0.0,0.0,0.0
1682,747804,HUNTER ARMY AIRFIELD,GA,32.017,-81.133,+0012.5,19.2,67.6403314917127,102.4,0.0,48.38,0.0,0.0,0.0,0.0
234,749483,JACKSON COUNTY AIRPORT,GA,34.147,-83.561,+0290.2,20.1,61.670718232044194,99.1,0.0,42.910000000000004,0.0,0.0,0.0,0.0
367,720671,JESUP WAYNE COUNTY AIRPORT,GA,31.554,-81.883,+0033.2,21.2,67.57961432506889,104.0,0.0,0.0,0.0,0.0,0.0,0.0
246,720948,JIMMY CARTER REGIONAL AIRPORT,GA,32.11,-84.189,+0142.7,13.6,65.1402027027027,104.0,0.0,0.0,0.0,0.0,0.0,0.0
1685,747807,LAGRANGE-CALLAWAY AIRPORT,GA,33.017,-85.067,+0207.9,10.0,62.13291536050158,97.0,0.0,0.0,0.0,0.0,0.0,0.0
1554,722185,LEE GILMER MEMORIAL ARPT,GA,34.272,-83.83,+0388.6,5.0,61.93643835616438,98.1,0.0,48.54,0.0,0.0,0.0,0.0
2184,722137,MALCOLM MC KINNON AIRPORT,GA,31.152,-81.391,+0004.9,23.0,70.03774104683194,102.9,0.0,50.17,0.0,0.0,0.0,0.0
2021,722270,MARIETTA/DOBBINS AF,GA,33.917,-84.517,+0326.0,6.1,61.86602739726027,97.0,0.0,47.28,0.0,0.0,0.0,0.0
2502,722170,MIDDLE GEORGIA REGIONAL AIRPO,GA,32.685,-83.653,+0104.6,12.9,65.19534246575341,105.1,0.0,50.01,0.0,0.0,0.0,0.0
31,720897,MONROE WALTON CO,GA,33.782,-83.693,+0264.3,7.3,58.07615894039735,94.8,0.0,35.52,0.0,0.0,0.0,0.0
798,747810,MOODY AFB AIRPORT,GA,30.967,-83.2,+0071.0,18.9,67.466301369863,103.3,0.0,49.98,0.0,0.0,0.0,0.0
1811,722147,MOULTRIE MUNICIPAL AIRPORT,GA,31.083,-83.8,+0086.3,26.6,66.79299719887956,100.4,0.0,0.0,0.0,0.0,0.0,0.0
1549,722176,NEWNAN COWETA COUNTY ARPT,GA,33.312,-84.77,+0295.7,16.2,62.93501400560224,97.0,0.0,0.0,0.0,0.0,0.0,0.0
354,720714,PAULDING NORTHWEST ATLANTA AI,GA,33.912,-84.941,+0393.2,5.0,60.03041095890411,95.0,0.0,0.0,0.0,0.0,0.0,0.0
1560,722197,PCHTRE CTY-FALCON FLD ARPT,GA,33.355,-84.567,+0243.2,10.0,62.89561643835616,102.0,0.0,47.61,0.0,0.0,0.0,0.0
1522,720301,PLANTATION AIRPARK,GA,32.646,-81.596,+0057.3,16.2,64.1275,99.1,0.0,0.0,0.0,0.0,0.0,0.0
2018,722175,ROBINS AFB,GA,32.633,-83.6,+0090.0,13.1,65.05506849315069,103.5,0.0,36.22,0.0,0.0,1.0,1.0
1915,723200,ROME/RUSSELL(RAMOS)          ,GA,34.35,-85.167,+0196.0,9.0,62.47150684931506,100.0,0.0,61.06,0.0,0.0,0.0,0.0
672,998010,SAPELO ISLAND RESERVE,GA,31.417,-81.283,+0005.0,23.4,68.9206611570248,99.7,0.0,14.91,0.0,0.0,0.0,0.0
2385,722070,SAVANNAH/HILTON HEAD INTL AIR,GA,32.131,-81.202,+0014.0,19.0,67.00164383561643,102.0,0.0,38.8,0.0,1.0,0.0,3.0
1683,747805,STATESBORO-BULLOCK CO ARPT,GA,32.483,-81.737,+0057.0,15.6,65.02246575342467,101.5,0.0,0.0,0.0,0.0,0.0,0.0
1684,747806,THOMASTON-UPSON CO AIRPORT,GA,32.955,-84.264,+0242.6,17.6,64.88164383561644,98.6,0.0,0.0,0.0,0.0,0.0,0.0
346,720738,THOMASVILLE REGIONAL AIRPORT,GA,30.902,-83.881,+0080.2,19.4,65.87863013698629,100.4,0.0,0.0,0.0,0.0,0.0,0.0
1809,720289,THOMSON-MCDUFFIE CO ARPT,GA,33.53,-82.516,+0151.8,10.0,63.14328767123288,102.9,0.0,13.15,0.0,0.0,0.0,0.0
192,725258,TOCCOA RG LETOURNEAU FIELD AI,GA,34.594,-83.296,+0303.3,6.1,61.11825842696629,100.4,0.0,20.16,0.0,0.0,0.0,0.0
1903,722166,VALDOSTA RGNL,GA,30.783,-83.267,+0062.0,19.9,68.18328767123288,102.0,0.0,46.47,0.0,0.0,0.0,0.0
1539,722134,VIDALIA REGIONAL AIRPORT,GA,32.193,-82.372,+0083.5,19.4,67.18054794520548,104.0,0.0,0.0,0.0,0.0,0.0,0.0
1563,722217,W H `BUD` BARRON AIRPORT,GA,32.564,-82.985,+0094.2,17.6,65.77062146892656,104.0,0.0,0.0,0.0,0.0,0.0,0.0
744,720294,WASHINGTON-WILKES CO ARPT,GA,33.78,-82.816,+0196.6,8.2,62.51479452054794,102.6,0.0,46.3,0.0,0.0,0.0,0.0
1858,722130,WAYCROSS/WARE CO.            ,GA,31.25,-82.4,+0046.0,21.2,65.41986970684039,97.9,0.0,0.0,0.0,0.0,0.0,0.0
363,720674,WEST GEORGIA REGIONAL AIRPORT,GA,33.633,-85.15,+0354.2,5.4,58.802285714285716,93.2,0.0,0.0,0.0,0.0,0.0,0.0
1687,747809,WINDER-BORROW AIRPORT,GA,33.983,-83.668,+0287.4,8.6,61.194246575342454,96.8,0.0,0.0,0.0,0.0,0.0,0.0
800,722090,WRIGHT AAF AIRPORT,GA,31.883,-81.567,+0013.7,18.7,66.58928571428571,102.7,0.0,38.04,0.0,0.0,1.0,1.0
2486,911620,BARKING SANDS PACIFIC MISSILE,HI,22.033,-159.783,+0007.0,62.1,76.66969696969696,90.0,0.0,9.79,0.0,0.0,0.0,0.0
799,911977,BRADSHAW ARMY AIRFIELD,HI,19.76,-155.554,+1798.3,30.2,57.568055555555574,81.7,0.0,6.18,0.0,0.0,0.0,0.0
503,998191,HILO,HI,19.717,-155.05,+0000.0,62.1,73.58851540616249,85.8,0.0,0.0,0.0,0.0,0.0,0.0
2335,912850,HILO INTERNATIONAL AIRPORT,HI,19.719,-155.053,+0011.6,60.1,74.2882191780822,89.1,0.0,95.72,0.0,0.0,0.0,0.0
641,994007,HONOLULU,HI,21.3,-157.87,+0003.0,66.0,76.87821229050277,86.2,0.0,0.0,0.0,0.0,0.0,0.0
2516,911820,HONOLULU INTERNATIONAL AIRPOR,HI,21.324,-157.929,+0002.1,61.0,77.66383561643836,91.0,0.0,13.120000000000001,0.0,0.0,0.0,0.0
2334,911900,KAHULUI AIRPORT,HI,20.9,-156.429,+0015.5,46.0,77.64849315068493,96.1,0.0,6.81,0.0,0.0,0.0,0.0
1503,911780,KALAELOA AIRPORT (JOHN RODGER,HI,21.317,-158.067,+0010.1,61.0,78.00082191780821,93.9,0.0,11.34,0.0,0.0,0.0,0.0
2333,911760,KANEOHE MCAS,HI,21.45,-157.768,+0007.3,64.0,77.71906249999999,87.1,0.0,19.83,0.0,0.0,0.0,0.0
153,997173,KAWAIHAE,HI,20.037,-155.829,+0001.0,66.9,77.77430167597764,90.0,0.0,0.0,0.0,0.0,0.0,0.0
1506,911975,KONA INTL AT KEAHOLE ARPT,HI,19.736,-156.049,+0013.1,53.1,78.79808219178081,102.0,0.0,12.01,0.0,1.0,0.0,3.0
1505,911905,LANAI AIRPORT,HI,20.79,-156.949,+0396.2,55.9,71.32027397260276,86.0,0.0,13.92,0.0,0.0,0.0,0.0
2332,911650,LIHUE AIRPORT,HI,21.984,-159.341,+0030.5,60.1,75.47397260273974,87.1,0.0,29.509999999999998,0.0,1.0,0.0,3.0
506,998193,MOKUOLOE,HI,21.433,-157.783,+0003.0,66.0,76.71294765840221,86.5,0.0,0.0,0.0,0.0,0.0,0.0
1504,911860,MOLOKAI AIRPORT,HI,21.155,-157.096,+0135.0,54.0,75.41643835616438,91.9,0.0,15.39,0.0,0.0,0.0,0.0
660,997384,MOLUOLOE,HI,20.9,-156.47,+0004.0,61.9,75.57206703910616,84.6,0.0,0.0,0.0,0.0,0.0,0.0
504,998195,NAWILIWILI,HI,21.95,-159.35,+0000.0,59.9,75.06536312849163,83.5,0.0,0.0,0.0,0.0,0.0,0.0
1870,911700,WAHIAWA /WHEELER/SC,HI,21.483,-158.033,+0255.0,55.4,72.63150684931506,87.3,0.0,18.59,0.0,0.0,0.0,0.0
1276,725457,ALGONA MUNICIPAL AIRPORT,IA,43.078,-94.272,+0371.6,-18.4,46.151648351648355,96.8,0.0,0.0,0.0,0.0,0.0,0.0
1285,725472,AMES MUNICIPAL AIRPORT,IA,41.991,-93.619,+0291.1,-20.0,48.442032967032965,97.0,0.0,40.27,0.0,0.0,0.0,0.0
1281,725466,ANKENY REGIONAL AIRPORT,IA,41.691,-93.566,+0277.4,-13.0,49.49449035812672,100.4,0.0,0.0,0.0,0.0,0.0,0.0
1283,725468,ARTHUR N. NEU AIRPORT,IA,42.046,-94.789,+0367.0,-14.8,48.03684210526316,96.8,0.0,0.0,0.0,0.0,0.0,0.0
1273,725453,ATLANTIC MUNICIPAL AIRPORT,IA,41.407,-95.047,+0360.3,-14.8,48.50340909090909,98.6,0.0,0.0,0.0,0.0,0.0,0.0
1303,725498,AUDUBON COUNTY AIRPORT,IA,41.7,-94.917,+0392.3,-14.8,48.20027777777778,96.8,0.0,0.0,0.0,0.0,0.0,0.0
1294,725486,BOONE MUNICIPAL AIRPORT,IA,42.049,-93.848,+0353.6,-13.0,48.13406593406593,96.8,0.0,0.0,0.0,0.0,0.0,0.0
412,722274,CENTERVILLE MUNICIPAL AIRPORT,IA,40.684,-92.901,+0311.8,-13.0,40.80843373493977,96.8,0.0,0.0,0.0,0.0,0.0,0.0
1284,725469,CHARITON MUNICIPAL AIRPORT,IA,41.019,-93.359,+0320.0,-13.0,49.885205479452054,95.0,0.0,0.0,0.0,0.0,0.0,0.0
1279,725463,CHARLES CITY MUNICIPAL APT,IA,43.073,-92.611,+0342.9,-20.2,45.383013698630144,95.0,18.2,21.86,0.0,0.0,0.0,0.0
927,720344,CHEROKEE MUNICIPAL AIRPORT/  ,IA,42.732,-95.556,+0373.7,-17.0,46.78375350140056,97.7,0.0,7.99,0.0,0.0,0.0,0.0
1277,725458,CLARION MUNICIPAL AIRPORT,IA,42.742,-93.759,+0354.2,-20.2,45.88214285714286,96.8,0.0,0.0,0.0,0.0,0.0,0.0
1286,725473,CLINTON MUNICIPAL AIRPORT,IA,41.833,-90.333,+0213.4,-14.1,48.412637362637355,97.0,0.0,31.92,0.0,0.0,0.0,0.0
1302,725497,COUNCIL BLUFFS MUNI ARPT,IA,41.259,-95.76,+0381.9,-14.8,50.87305555555556,96.8,0.0,0.0,0.0,0.0,0.0,0.0
1287,725474,CRESTON MUNICIPAL AIRPORT,IA,41.007,-94.363,+0394.4,-13.0,48.82773109243697,96.8,0.0,0.0,0.0,0.0,0.0,0.0
2097,744550,DAVENPORT MUNICIPAL AIRPT,IA,41.614,-90.591,+0228.6,-9.4,49.745479452054795,97.0,127.10000000000001,33.29,0.0,0.0,0.0,0.0
1289,725476,DECORAH MUNICIPAL AIRPORT,IA,43.275,-91.739,+0352.7,-18.4,44.88130311614731,95.0,0.0,26.23,0.0,0.0,0.0,0.0
1290,725477,DENISON MUNICIPAL AIRPORT,IA,41.986,-95.381,+0388.9,-14.8,49.00174927113702,98.6,0.0,0.0,0.0,0.0,0.0,0.0
2272,725460,DES MOINES INTERNATIONAL AIRP,IA,41.534,-93.653,+0291.7,-11.0,50.33736263736264,99.0,251.0,33.67,0.0,1.0,3.0,6.0
2274,725470,DUBUQUE REGIONAL AIRPORT,IA,42.398,-90.704,+0321.9,-18.0,47.2786301369863,96.1,231.5,33.15,0.0,0.0,0.0,0.0
1365,726499,ESTHERVILLE MUNI AIRPORT,IA,43.401,-94.747,+0401.4,-20.0,45.591232876712326,98.1,0.0,22.85,0.0,0.0,0.0,0.0
1364,726498,FAIRFIELD MUNICIPAL ARPT,IA,41.053,-91.979,+0243.5,-11.2,49.89917582417582,96.8,0.0,0.0,0.0,0.0,0.0,0.0
404,720643,FOREST CITY MUNICIPAL AIRPORT,IA,43.235,-93.624,+0374.6,-22.0,44.36077348066298,95.0,0.0,0.0,0.0,0.0,0.0,0.0
1297,725490,FORT DODGE REGIONAL APRT,IA,42.55,-94.183,+0352.4,-20.0,47.301928374655645,96.1,0.0,22.38,0.0,0.0,0.0,0.0
796,725483,FORT MADISON MUNICIPAL APT,IA,40.659,-91.327,+0220.7,-9.4,56.298648648648644,98.6,0.0,0.0,0.0,0.0,0.0,0.0
764,725292,GRINNELL REGIONAL AIRPORT,IA,41.709,-92.735,+0307.2,-10.3,50.74494382022472,98.8,0.0,17.94,0.0,0.0,0.0,0.0
963,722097,HARLAN MUNICIPAL AIRPORT,IA,41.584,-95.339,+0375.2,-16.6,48.41049723756907,100.4,0.0,0.0,0.0,0.0,0.0,0.0
897,720293,INDEPENDENCE MUNICIPAL APT,IA,42.453,-91.948,+0298.1,-16.4,46.42349570200574,95.7,0.0,18.73,0.0,0.0,0.0,0.0
1962,725462,IOWA CITY MUNI,IA,41.639,-91.547,+0204.0,-9.4,50.0586301369863,98.1,0.0,28.240000000000002,0.0,0.0,0.0,0.0
573,722331,IOWA FALLS MUNI,IA,42.467,-93.267,+0347.0,-16.2,47.28602739726028,95.7,0.0,20.22,0.0,0.0,0.0,0.0
1275,725456,KEOKUK MUNICIPAL AIRPORT,IA,40.46,-91.428,+0204.5,-9.4,51.59146005509643,96.8,0.0,0.0,0.0,0.0,0.0,0.0
1298,725493,KNOXVILLE MUNICIPAL ARPT,IA,41.299,-93.114,+0282.2,-9.4,51.034636871508376,96.8,0.0,0.0,0.0,0.0,0.0,0.0
1304,725499,LAMONI MUNICIPAL AIRPORT,IA,40.631,-93.901,+0346.0,-11.0,51.187397260273976,97.0,0.0,31.78,0.0,0.0,0.0,0.0
1293,725484,LE MARS MUNICIPAL AIRPORT,IA,42.778,-96.194,+0364.5,-16.6,46.2414201183432,107.6,0.0,0.0,0.0,0.0,0.0,0.0
1278,725461,MARSHALLTOWN MUNICIPAL APT,IA,42.111,-92.916,+0296.9,-18.0,47.3728021978022,96.1,0.0,24.94,0.0,0.0,0.0,0.0
2275,725485,MASON CITY MUNICIPAL ARPT,IA,43.154,-93.327,+0373.4,-22.0,44.570410958904105,95.0,353.4,28.7,0.0,0.0,0.0,0.0
1288,725475,MONTICELLO REGIONAL ARPT,IA,42.224,-91.166,+0258.8,-18.4,33.56285714285714,96.8,0.0,0.0,0.0,0.0,0.0,0.0
907,720309,MOUNT PLEASANT MUNI ARPT,IA,40.947,-91.511,+0223.7,-7.6,51.679166666666674,98.6,0.0,0.0,0.0,0.0,0.0,0.0
1295,725487,MUSCATINE MUNICIPIAL ARPT,IA,41.367,-91.15,+0166.7,-7.6,50.71291208791209,100.4,0.0,0.0,0.0,0.0,0.0,0.0
1280,725464,NEWTON MUNICIPAL AIRPORT,IA,41.674,-93.022,+0290.5,-14.8,48.91785714285714,96.8,0.0,0.0,0.0,0.0,0.0,0.0
1296,725488,OELWEIN MUNICIPAL AIRPORT,IA,42.681,-91.974,+0328.0,-20.2,45.67863013698631,96.8,0.0,26.13,0.0,0.0,0.0,0.0
361,720701,OSCEOLA MUNICIPAL AIRPORT,IA,41.052,-93.689,+0339.9,-11.4,50.813186813186825,98.2,0.0,20.31,0.0,0.0,0.0,0.0
929,720351,OSKALOOSA MUNICIPAL AIRPORT,IA,41.226,-92.491,+0256.0,-8.5,51.71236263736264,100.8,0.0,15.85,0.0,0.0,0.0,0.0
2273,725465,OTTUMWA INDUSTRIAL AIRPORT,IA,41.108,-92.447,+0256.6,-11.0,50.088493150684926,97.0,0.0,25.740000000000002,0.0,0.0,0.0,0.0
909,720312,PELLA MUNICIPAL AIRPORT,IA,41.4,-92.946,+0269.8,-13.9,49.63123287671233,98.2,0.0,23.98,0.0,0.0,0.0,0.0
457,720412,PERRY MUNICIPAL AIRPORT,IA,41.828,-94.16,+0308.8,-13.0,46.80032051282051,102.4,0.0,18.94,0.0,0.0,0.0,0.0
1299,725494,RED OAK MUNICIPAL AIRPORT,IA,41.01,-95.26,+0318.2,-11.2,50.6393351800554,98.6,0.0,0.0,0.0,0.0,0.0,0.0
1292,725479,SCHENCK FIELD AIRPORT,IA,40.722,-95.026,+0302.4,-11.2,50.23168044077135,98.6,0.0,0.0,0.0,0.0,0.0,0.0
1778,725420,SE IOWA REGIONAL AIRPORT,IA,40.783,-91.125,+0210.9,-9.9,50.86465753424657,97.0,0.0,26.11,0.0,0.0,0.0,0.0
1300,725495,SHELDON MUNICIPAL AIRPORT,IA,43.208,-95.833,+0432.5,-18.4,45.61291208791209,98.6,0.0,0.0,0.0,0.0,0.0,0.0
1282,725467,SHENANDOAH MUNICIPAL ARPT,IA,40.751,-95.413,+0296.0,-11.2,51.256318681318696,98.6,0.0,0.0,0.0,0.0,0.0,0.0
2467,725570,SIOUX GATEWAY/COL BUD DAY FIE,IA,42.391,-96.379,+0333.8,-16.6,49.460497237569065,102.0,47.7,15.37,0.0,0.0,0.0,0.0
1366,726500,SPENCER MUNICIPAL AIRPORT,IA,43.164,-95.202,+0407.8,-18.0,47.15890410958903,100.9,414.0000000000001,21.43,0.0,0.0,0.0,0.0
1301,725496,STORM LAKE MUNICIPAL ARPT,IA,42.597,-95.241,+0453.5,-18.4,46.53134328358208,96.8,0.0,0.0,0.0,0.0,0.0,0.0
2271,725450,THE EASTERN IOWA AIRPORT,IA,41.883,-91.717,+0264.6,-15.0,47.53205479452055,96.1,0.0,28.16,0.0,0.0,0.0,0.0
921,720326,VINTON VETERANS MEMORIAL AIRP,IA,42.219,-92.026,+0257.6,-16.6,49.48876712328767,100.8,0.0,5.47,0.0,0.0,0.0,0.0
1274,725454,WASHINGTON MUNICIPAL ARPT,IA,41.276,-91.673,+0229.8,-11.2,49.676795580110486,98.6,0.0,0.0,0.0,0.0,0.0,0.0
2373,725480,WATERLOO MUNICIPAL AIRPORT,IA,42.554,-92.401,+0264.6,-18.4,47.92767123287671,97.0,276.4,35.19,0.0,0.0,0.0,0.0
1291,725478,WEBSTER CITY MUNI AIRPORT,IA,42.436,-93.869,+0341.7,-18.4,46.78429752066115,96.8,0.0,0.0,0.0,0.0,0.0,0.0
2521,726810,BOISE AIR TERMINAL/GOWEN FD A,ID,43.567,-116.241,+0875.4,-2.9,52.57863013698629,106.0,80.0,11.08,0.0,0.0,0.0,0.0
278,720923,BOUNDARY COUNTY AIRPORT,ID,48.726,-116.295,+0711.1,-22.0,44.09,96.8,0.0,0.0,0.0,0.0,0.0,0.0
2283,725867,BURLEY MUNICIPAL AIRPORT,ID,42.542,-113.766,+1266.1,-5.1,47.25780821917809,100.9,0.0,5.51,0.0,0.0,0.0,0.0
1413,726813,CALDWELL INDUSTRIAL ARPT,ID,43.65,-116.633,+0740.4,-4.0,51.767096774193554,105.1,0.0,6.18,0.0,0.0,0.0,0.0
1740,722142,CHALLIS AIRPORT,ID,44.523,-114.215,+1546.0,-11.9,43.56027397260274,99.0,0.0,6.79,0.0,0.0,0.0,0.0
1461,727834,COEUR D'ALENE AIR TERM APT,ID,47.767,-116.817,+0703.2,-9.0,47.450958904109584,100.9,0.0,1.3,0.0,0.0,0.0,0.0
747,720369,DRIGGS-REED MEMORIAL AIRPORT,ID,43.743,-111.098,+1898.6,-24.0,39.2804469273743,91.9,0.0,14.35,0.0,0.0,0.0,0.0
1330,725784,ELK CITY,ID,46.144,-115.596,+0451.1,3.0,48.07692307692308,108.0,0.0,36.49,0.0,0.0,0.0,0.0
1332,725865,FRIEDMAN MEMORIAL AIRPORT,ID,43.5,-114.3,+1617.3,-7.6,42.989315068493156,93.2,0.0,0.0,0.0,0.0,0.0,0.0
262,726873,IDAHO COUNTY AIRPORT,ID,45.943,-116.123,+1010.1,-7.6,45.3345205479452,98.6,0.0,0.0,0.0,0.0,0.0,0.0
2280,725785,IDAHO FALLS REGIONAL ARPT,ID,43.519,-112.064,+1442.6,-16.1,44.31972602739726,100.0,0.0,7.83,0.0,0.0,0.0,0.0
1414,726816,JEROME COUNTY AIRPORT,ID,42.727,-114.456,+1233.8,-2.9,48.66164383561645,102.0,0.0,6.77,0.0,0.0,0.0,0.0
1333,725866,JSIN FLD-MAGIC VLY RGN APT,ID,42.482,-114.487,+1265.2,-4.0,48.81318681318681,102.0,0.0,7.220000000000001,0.0,0.0,0.0,0.0
1416,726865,LEMHI COUNTY AIRPORT,ID,45.117,-113.883,+1232.6,-15.0,42.54834254143646,97.0,0.0,6.32,0.0,0.0,0.0,0.0
2325,727830,LEWISTON-NEZ PERCE COUNTY AIR,ID,46.375,-117.016,+0439.5,-0.9,53.401095890410964,108.0,78.60000000000001,15.93,0.0,0.0,0.0,0.0
1781,725864,MCCALL MUNICIPAL AIRPORT,ID,44.889,-116.102,+1528.0,-16.1,42.10219178082192,97.0,0.0,23.01,0.0,0.0,0.0,0.0
