,state,name,min_temp
583,AZ,BISBEE DOUGLAS INTL ARPT,17.1
584,AZ,PAYSON AIRPORT,17.6
585,AZ,KINGMAN,18.0
586,AZ,KINGMAN AIRPORT,18.0
587,AZ,PAGE MUNI (AMOS)             ,18.0
588,AZ,PAGE MUNICIPAL AIRPORT,18.0
589,AZ,PIONEER AIRFIELD,19.9
590,AZ,SIERRA VISTA MUNICIPAL-LIBBY,20.7
591,AZ,SAFFORD RGNL,21.0
592,AZ,SAFFORD REGIONAL AIRPORT,21.0
593,AZ,RYAN FLD,21.2
594,AZ,RYAN FIELD AIRPORT,21.2
595,AZ,PINAL AIRPARK,21.2
596,AZ,SEDONA,23.0
597,AZ,SEDONA AIRPORT,23.0
598,AZ,DAVIS-MONTHAN AFB AIRPORT,25.2
599,AZ,TUCSON INTERNATIONAL AIRPORT,26.1
600,AZ,CASA GRANDE MUNI,26.1
601,AZ,CASA GRANDE MUNICIPAL ARPT,26.1
602,AZ,COOLIDGE MUNI,26.6
603,AZ,BUCKEYE MUNI,28.4
604,AZ,BUCKEYE MUNICIPAL AIRPORT,28.4
605,AZ,GLENDALE MUNI,30.2
606,AZ,GLENDALE MUNICIPAL AIRPORT,30.2
607,AZ,WILLIAMS GATEWAY,30.2
608,AZ,WILLIAMS GATEWAY AIRPORT,30.2
609,AZ,PHOENIX DEER VALLEY,30.9
610,AZ,PHOENIX DEER VALLEY ARPT,30.9
611,AZ,SCOTTSDALE,32.0
612,AZ,SCOTTSDALE AIRPORT,32.0
613,AZ,LUKE AFB,32.0
614,AZ,LUKE AFB AIRPORT,32.0
615,AZ,CHANDLER MUNI,33.8
616,AZ,CHANDLER MUNICIPAL AIRPORT,33.8
617,AZ,PHOENIX GOODYEAR,33.8
618,AZ,PHOENIX GOODYEAR AIRPORT,33.8
619,AZ,LAUGHLIN BULLHEAD IN,33.8
620,AZ,LAUGHLIN/BULLHEAD INTERNATION,33.8
621,AZ,YUMA MCAS,36.0
622,AZ,PHOENIX SKY HARBOR INTL AIRPO,36.0
623,AZ,MESA/FALCON FIELD,37.0
624,AZ,FALCON FIELD AIRPORT,37.0
625,CA,PALM SPRINGS THERMAL AP,-57.1
626,CA,TORRANCE AIRPORT,-57.1
627,CA,MOJAVE MCAS,-57.1
628,CA,CUDDEBACK GUNNERY RANGE,-57.1
629,CA,CAMP PENDLETON MCAS,-57.1
630,CA,LONG BEACH NS,-57.1
631,CA,GEORGE AFB,-57.1
632,CA,HOLLYWOOD BURBANK ARPT,-57.1
633,CA,BEAUMONT 1 E                 ,-57.1
634,CA,FRESNO CHANDLER FIELD,-57.1
635,CA,INDIO COACHELLA,-57.1
636,CA,MOUNT LAGUNA CAA AP,-57.1
637,CA,NEEDLES AIRPORT,-57.1
638,CA,NEWHALL AP,-57.1
639,CA,OCEANSIDE CAA AP,-57.1
640,CA,PALMDALE AIRPORT,-57.1
641,CA,SANTA BARBARA MUNICIPAL AP,-57.1
642,CA,SANTA CATALINA BUFFALO SPRING,-57.1
643,CA,SILVER LAKE CAA AP,-57.1
644,CA,CHULA VISTA BROWN FIELD NAAS,-57.1
645,CA,EL CENTRO NAF,-57.1
646,CA,TRAVIS FIELD AAB,-57.1
647,CA,DONNER SUMMIT,-57.1
648,CA,SALINAS MUNICIPAL AP,-57.1
649,CA,SANTA MARIA HANCOCK FIELD,-57.1
650,CA,WILLIAMS CAA AIRPORT,-57.1
651,CA,LIVERMORE NAS,-57.1
652,CA,MONTEREY NAF,-57.1
653,CA,SANTA ROSA NAAS,-57.1
654,CA,FARALLON ISLAND NAS,-57.1
655,CA,CONCORD CONCORD-BUCHANAN FIEL,-57.1
656,CA,UKIAH MUNICIPAL AP,-57.1
657,CA,BURNEY,-57.1
658,CA,MOUNT SHASTA,-57.1
659,CA,MONTAGUE SISKIYOU COUNTY AP,-57.1
660,CA,CRESCENT CITY FAA AI,-57.1
661,CA,EL TORO MCAS,-57.1
662,CA,CHINA LAKE NAF,-57.1
663,CA,SAN DIEGO MIRAMAR NAS,-57.1
664,CA,SAN PEDRO NAS,-57.1
665,CA,MARINE CORPS AIR STATION,-57.1
666,CA,SAN NICHOLAS ISLAND,-57.1
667,CA,SALTON SEA NAAF,-57.1
668,CA,THERMAL NAF,-57.1
669,CA,TWENTY NINE PALMS,-57.1
670,CA,LOS ANGELES DOWNTOWN USC CAMP,-57.1
671,CA,MOUNT WILSON,-57.1
672,CA,FRESNO YOSEMITE INTL AP,-57.1
673,CA,PASO ROBLES MUNICIPAL ARPT,-57.1
674,CA,OAKLAND NAS,-57.1
675,CA,POINT ARGUELLO AFWB,-57.1
676,CA,BEALE AFB,-57.1
677,CA,FRITZSCHE AAF,-57.1
678,CA,PT POEDRAS BLANCA,-57.1
679,CA,SANTA BARBARA MCAS,-57.1
680,CA,LOS ALAMITOS,-57.1
681,CA,LEMOORE REEVES NAS,-57.1
682,CA,BAKERSFIELD KERN COUNTY ARPT,-57.1
683,CA,BISHOP AIRPORT,-57.1
684,CA,BLYTHE RIVERSIDE CO,-57.1
685,CA,DAGGETT BARSTOW-DAGGETT AP,-57.1
686,CA,LOS ANGELES MUNICIPAL ARPT,-57.1
687,CA,SANDBERG,-57.1
688,CA,SAN DIEGO LINDBERGH FIELD,-57.1
689,CA,BLUE CANYON AP,-57.1
690,CA,OAKLAND METROPOLITAN,-57.1
691,CA,SACRAMENTO EXECUTIVE ARPT,-57.1
692,CA,SAN FRANCISCO INTL AP,-57.1
693,CA,STOCKTON METROPOLITAN ARPT,-57.1
694,CA,MOUNTAIN VIEW MOFFETT FLD NAS,-57.1
695,CA,SANTA MARIA PUBLIC ARPT,-57.1
696,CA,SAN JOSE MUNICIPAL AP,-57.1
697,CA,RED BLUFF MUNICIPAL ARPT,-57.1
698,CA,ARCATA AIRPORT,-57.1
699,CA,POINT MUGU NF,-57.1
700,CA,SANTA ANA,-57.1
701,CA,IMPERIAL BEACH REAM FIELD NAS,-57.1
702,CA,ONTARIO INTERNATIONAL ARPT,-57.1
703,CA,OXNARD AAF,-57.1
704,CA,NAVAL AIR STATION,-57.1
705,CA,NAVAL AUXILIARY LANDING FIELD,-57.1
706,CA,ZAMPERINE FIELD AIRPORT,-57.1
707,CA,MONTEREY PENINSULA AIRPORT,-57.1
708,CA,REDDING 12 WNW               ,-57.1
709,CA,STOVEPIPE WELLS 1 SW         ,-57.1
710,CA,YOSEMITE VILLAGE 12 W        ,-57.1
711,CA,FALLBROOK 5 NE               ,-57.1
712,CA,SANTA BARBARA 11 W           ,-57.1
713,CA,MERCED 23 WSW                ,-57.1
714,CA,BODEGA 6 WSW                 ,-57.1
715,CA,DOWNTOWN,-57.1
716,CA,NORTON AAF,-57.1
717,CA,MARINA MUNI,-34.6
718,CA,MAMMOTH YOSEMITE,-13.0
719,CA,MAMMOTH YOSEMITE AIRPORT,-13.0
720,CA,USMC MTN WARFARE TRAINING CEN,-11.0
721,CA,BRIDGEPORT SONORA JUNCTION,-11.0
722,CA,TRUCKEE-TAHOE,-9.9
723,CA,TRUCKEE-TAHOE AIRPORT,-9.9
724,CA,LAKE TAHOE,-9.9
725,CA,LAKE TAHOE AIRPORT,-9.9
726,CA,ALTURAS MUNI,-9.9
727,CA,ALTURAS MUNICIPAL AIRPORT,-9.9
728,CA,BIG BEAR CITY AIRPORT,-0.4
729,CA,SUSANVILLE MUNI,3.2
730,CA,SISKIYOU CO,9.0
731,CA,SISKIYOU COUNTY AIRPORT,9.0
732,CA,BICYCLE LAKE AAF,14.2
733,CA,BICYCLE LAKE FORT IRWIN AAF,14.2
734,CA,EDWARDS AF AUX NORTH BASE,15.4
735,CA,NORTH AUXILIARY AIRFIELD EDWA,15.4
736,CA,EDWARDS AFB,16.7
737,CA,EDWARDS AIR FORCE BASE,16.7
738,CA,BLUE CANYON - NYACK ARPT,17.1
739,CA,TEHACHAPI MUNI,17.6
740,CA,TEHACHAPI MUNICIPAL AIRPORT,17.6
741,CA,TRINITY CENTER AIRPORT,17.6
742,CA,GENERAL WILLIAM J. FOX AIRFIE,18.0
743,CA,CHINA LAKE,19.0
744,CA,S CALIF LOGISTICS,19.4
745,CA,SOUTHERN CALIFORNIA LOGISTICS,19.4
746,CA,PALMDALE PRODUCTION,19.9
747,CA,PDLE PRODN FLT/TST AF PLT,19.9
748,CA,MOJAVE,21.2
749,CA,MOJAVE AIRPORT,21.2
750,CA,LINCOLN REGIONAL AIRPORT KARL,21.2
751,CA,DESERT RESORTS RGNL ARPT,21.9
752,CA,FAIRFIELD/TRAVIS AF,22.5
753,CA,TRAVIS AIR FORCE BASE,22.5
754,CA,BARSTOW-DAGGETT AIRPORT,23.0
755,CA,AUBURN MUNICIPAL,23.0
756,CA,AUBURN MUNICIPAL AIRPORT,23.0
757,CA,COLUMBIA AIRPORT,23.0
758,CA,BEALE AIR FORCE BASE,23.4
759,CA,HEMET RYAN,23.9
760,CA,REDDING MUNICIPAL AIRPORT,24.1
761,CA,TWENTYNINE PALMS,24.1
762,CA,YUBA CO,24.1
763,CA,YUBA COUNTRY AIRPORT,24.1
764,CA,NAPA CO,24.1
765,CA,NAPA COUNTY AIRPORT,24.1
766,CA,CALAVERAS CO MAURY RASMUSSEN,24.6
767,CA,PETALUMA MUNICIPAL AIRPORT,24.8
768,CA,NEVADA COUNTY AIR PARK,24.8
769,CA,GNOSS FIELD AIRPORT,24.8
770,CA,SANTA YNEZ,24.8
771,CA,SANTA YNEZ AIRPORT,24.8
772,CA,SACRAMENTO MATHER FL,24.8
773,CA,SACRAMENTO MATHER AIRPORT,24.8
774,CA,C M SCHULZ SONOMA CO,25.0
775,CA,SONOMA COUNTY AIRPORT,25.0
776,CA,NUT TREE,25.0
777,CA,NUT TREE AIRPORT,25.0
778,CA,RAMONA,25.0
779,CA,RAMONA AIRPORT,25.0
780,CA,RIVERSIDE/MARCH AFB,26.1
781,CA,MARCH AIR RESERVE BASE,26.1
782,CA,MERCED MUNI MACREADY,26.1
783,CA,MRCD MUNI/MACREADY FLD APT,26.1
784,CA,SACRAMENTO INTL,26.1
785,CA,SACRAMENTO INTL AIRPORT,26.1
786,CA,LIVERMORE MUNICIPAL,26.1
787,CA,LIVERMORE MUNICIPAL ARPT,26.1
788,CA,UKIAH MUNI,26.1
789,CA,UKIAH MUNICIPAL AIRPORT,26.1
790,CA,SAN FRANCISCO BAY RESERVE,26.4
791,CA,UNIVERSITY AIRPORT,26.6
792,CA,DAVIS,26.6
793,CA,CHICO MUNI,26.6
794,CA,CHICO MUNICIPAL AIRPORT,26.6
795,CA,ROHNERVILLE AIRPORT,26.6
796,CA,CORONA MUNI,26.6
797,CA,CORONA MUNICIPAL AIRPORT,26.6
798,CA,PLACERVILLE AIRPORT,26.6
799,CA,HOLLISTER MUNI,26.6
800,CA,HOLLISTER MUNICIPAL AIRPORT,26.6
801,CA,EUREKA,27.0
802,CA,WOODLEY ISLAND (NEW 10/94)   ,27.0
803,CA,LOMPOC,27.0
804,CA,LOMPOC AIRPORT,27.0
805,CA,SACRAMENTO EXECUTIVE AIRPORT,27.0
806,CA,OROVILLE MUNI,27.0
807,CA,OROVILLE MUNICIPAL AIRPORT,27.0
808,CA,STOCKTON METROPOLITAN AIRPORT,27.0
809,CA,MADERA MUNI,27.0
810,CA,MADERA MUNICIPAL AIRPORT,27.0
811,CA,HANFORD MUNI,28.0
812,CA,HANFORD MUNICIPAL AIRPORT,28.0
813,CA,MDSTO CTY-CO H SHAM FD APT,28.0
814,CA,CONCORD/BUCHANAN,28.0
815,CA,BUCHANAN FIELD AIRPORT,28.0
816,CA,PALO ALTO ARPT OF SA,28.4
817,CA,PALO ALTO AIRPORT OF SANTA CL,28.4
818,CA,CASTLE,28.4
819,CA,CASTLE AFB,28.4
820,CA,HALF MOON BAY AIRPORT,28.4
821,CA,MC CLELLAN AFLD,28.4
822,CA,SACRAMENTO MCCLELLAN AFB,28.4
823,CA,SOUTH COUNTY AIRPORT OF SANTA,28.4
824,CA,SAN LUIS CO RGNL,28.9
825,CA,SAN LUIS CO REGIONAL ARPT,28.9
826,CA,PORTERVILLE MUNI,28.9
827,CA,PORTERVILLE MUNICIPAL ARPT,28.9
828,CA,VISALIA MUNI,28.9
829,CA,VISALIA MUNICIPAL AIRPORT,28.9
830,CA,WATSONVILLE MUNI,28.9
831,CA,WATSONVILLE MUNICIPAL ARPT,28.9
832,CA,OCEANSIDE MUNI,28.9
833,CA,OCEANSIDE MUNICIPAL ARPT,28.9
834,CA,SANTA MARIA PUB/CAPT G A HANC,28.9
835,CA,VANDENBERG AFB,29.3
836,CA,NAF,30.0
837,CA,BLYTHE AIRPORT,30.0
838,CA,JACK MC NAMARA FLD,30.0
839,CA,JACK MCNAMARA FIELD ARPT,30.0
840,CA,BRACKETT FLD,30.2
841,CA,BRACKETT FIELD AIRPORT,30.2
842,CA,REID HILLVIEW OF SAN,30.2
843,CA,REID-HILLVIEW AIRPORT OF SANT,30.2
844,CA,MOFFETT FEDERAL AIRFIELD,30.2
845,CA,MOUNTAIN VIEW /SUNN,30.2
846,CA,CHINO,30.9
847,CA,CHINO AIRPORT,30.9
848,CA,MEADOWS FIELD AIRPORT,30.9
849,CA,IMPERIAL CO,30.9
850,CA,IMPERIAL COUNTY AIRPORT,30.9
851,CA,SAN BERNARDINO INTERNATIONAL,31.5
852,CA,SAN BERNARDINO INTL,31.5
853,CA,ELKHORN SLOUGH RESERVE,31.6
854,CA,ARENA COVE,32.0
855,CA,SAN CARLOS,32.0
856,CA,SAN CARLOS AIRPORT,32.0
857,CA,GILLESPIE FLD,32.0
858,CA,GILLESPIE FIELD AIRPORT,32.0
859,CA,FRESNO YOSEMITE INTERNATIONAL,32.0
860,CA,FRESNO CHANDLER DOWNTOWN AP,32.0
861,CA,FRESNO CHANDLER EXECUTIVE,32.0
862,CA,OAKLAND/METROP. OAK,32.0
863,CA,METRO OAKLAND INTL AIRPORT,32.0
864,CA,N Y. MINETA SN JO INTL APT,32.0
865,CA,SALINAS MUNICIPAL AIRPORT,32.0
866,CA,ONTARIO INTL ARPT,32.0
867,CA,PORT CHICAGO,32.7
868,CA,PITTSBURG (SUISUN BAY)       ,33.1
869,CA,MIRAMAR MCAS,33.1
870,CA,CRESCENT CITY,33.1
871,CA,POINT MUGU,33.1
872,CA,SANTA BARBARA MUNICIPAL AIRPO,33.1
873,CA,CAMARILLO,33.1
874,CA,CAMARILLO AIRPORT,33.1
875,CA,ZAMPERINI FLD,33.8
876,CA,ZAMPERINI FIELD AIRPORT,33.8
877,CA,RIVERSIDE MUNI,34.0
878,CA,RIVERSIDE MUNICIPAL ARPT,34.0
879,CA,BROWN FLD MUNI,34.0
880,CA,BROWN FIELD MUNICIPAL ARPT,34.0
881,CA,MONTEREY PENINSULA,34.0
882,CA,LOS ALAMITOS AAF,34.5
883,CA,LOS ALAMITOS AAF AIRPORT,34.5
884,CA,HAYWARD EXECUTIVE AIRPORT,35.1
885,CA,DOWNTOWN L.A./USC CAMPUS,35.1
886,CA,PALM SPRINGS INTL,35.1
887,CA,PALM SPRINGS INTL AIRPORT,35.1
888,CA,VAN NUYS,35.1
889,CA,VAN NUYS AIRPORT,35.1
890,CA,SAN FRANCISCO INTERNATIONAL A,35.1
891,CA,REDWOOD CITY,35.2
892,CA,MARTINEZ-AMORCO,35.4
893,CA,CABLE,35.6
894,CA,MOSS LANDING S HARBOR,35.8
895,CA,OXNARD,36.0
896,CA,OXNARD AIRPORT,36.0
897,CA,BURBANK/GLENDALE,36.0
898,CA,BURBANK-GLENDALE-PASA ARPT,36.0
899,CA,NAVAL AUXILIARY LANDING FD,36.0
900,CA,FULLERTON MUNICIPAL,37.0
901,CA,FULLERTON MUNICIPAL ARPT,37.0
902,CA,EL MONTE,37.4
903,CA,EL MONTE AIRPORT,37.4
904,CA,DAVIS POINT  SAN PABLO BAY,37.8
905,CA,AVALON/CATALINA,37.9
906,CA,CATALINA AIRPORT,37.9
907,CA,MC CLELLAN PALOMAR,37.9
908,CA,MCCLELLAN-PALOMAR AIRPORT,37.9
909,CA,SAN DIEGO INTERNATIONAL AIRPO,37.9
910,CA,MONTGOMERY FLD,37.9
911,CA,MONTGOMERY FIELD AIRPORT,37.9
912,CA,OAKLAND,38.3
913,CA,ALAMEDA,39.0
914,CA,OAKLAND (BERTH 34)           ,39.0
915,CA,SAN CLEMENTE ISLAND,39.0
916,CA,NALF/F. SHERMAN FLD ARPT,39.0
917,CA,LOS ANGELES INTERNATIONAL AIR,39.0
918,CA,LONG BEACH / DAUGHERTY FIELD,39.0
919,CA,TIBURON PIER,39.2
920,CA,WHITEMAN,39.2
921,CA,WHITMAN AIRPORT,39.2
922,CA,PORT SAN LUIS,39.4
923,CA,TIJUANA RIVER RESERVE,39.9
924,CA,RICHMOND (POINT POTRERO)     ,39.9
925,CA,SANTA MONICA MUNI,39.9
926,CA,SANTA MONICA MUNI AIRPORT,39.9
927,CA,CAL POLY PIER,40.3
928,CA,SAN FRANCISCO,40.5
929,CA,RICHMOND,40.6
930,CA,SANTA BARBARA,40.8
931,CA,NORTH ISLAND NAS,41.0
932,CA,JOHN WAYNE ARPT ORA,41.0
933,CA,J. WAYNE APT-ORANGE CO APT,41.0
934,CA,SAN FRANCISCO (PIER 1)       ,41.2
935,CA,MCOLF CAMP PENDLETON RED BEAC,42.1
936,CA,MCOLF CAMP PENDLETON (RED BEA,42.1
937,CA,SAN NICOLAS ISLAND NAVAL OUTL,42.1
938,CA,JACK NORTHROP FLD H,42.1
939,CA,NRTHORP FLD/HATHRN MUNI AP,42.1
940,CA,LA JOLLA,44.8
941,CA,SANTA MONICA PIER,45.5
942,CO,GRAND JUNCTION 9 W           ,-57.1
943,CO,EADS 16 ENE                  ,-57.1
944,CO,SAGUACHE 2 WNW               ,-57.1
945,CO,STRATTON 24 N                ,-57.1
946,CO,CENTER A 4 SSW               ,-57.1
947,CO,SPRINGFIELD 6 WSW            ,-57.1
948,CO,WOODLAND PARK 14 WSW         ,-57.1
949,CO,ROCKY FORD 1 ESE             ,-57.1
950,CO,KIM 9 WSW                    ,-57.1
951,CO,GENOA 35 N                   ,-57.1
952,CO,RIFLE 23 NW                  ,-57.1
953,CO,EAGLE 13 SSE                 ,-57.1
954,CO,CRAIG 30 N                   ,-57.1
955,CO,DENVER LOWRY AFB,-57.1
956,CO,AURORA BUCKLEY FIELD ANGB,-57.1
957,CO,LA JUNTA MUNICIPAL AP,-57.1
958,CO,PUEBLO WB AIRPORT,-57.1
959,CO,TRINIDAD LAS ANIMAS COUNTY AP,-57.1
960,CO,AKRON WASHINGTON CO AP,-57.1
961,CO,BUENA VISTA 2 SSE            ,-57.1
962,CO,COLORADO SPRINGS 23 NW       ,-57.1
963,CO,DENVER NAS,-57.1
964,CO,AKRON A 4 E                  ,-57.1
965,CO,MEEKER 15 W                  ,-57.1
966,CO,ALAMOSA ARPT,-57.1
967,CO,DENVER STAPLETON AIRFIELD,-57.1
968,CO,EAGLE COUNTY AP,-57.1
969,CO,GRAND JUNCTION WALKER FIELD,-57.1
970,CO,COLORADO SPRINGS PETERSON FIE,-57.1
971,CO,MONTROSE 11 ENE              ,-57.1
972,CO,CORTEZ 8 SE                  ,-57.1
973,CO,LA JUNTA 17 WSW              ,-57.1
974,CO,NUNN 7 NNE                   ,-57.1
975,CO,BOULDER 14 W                 ,-57.1
976,CO,DINOSAUR 2 E                 ,-57.1
977,CO,MEADOW LAKE AIRPORT,-38.0
978,CO,MC ELORY AIRFIELD AIRPORT,-31.0
979,CO,CENTRAL COLORADO REGIONAL AP,-29.2
980,CO,SAN LUIS VALLEY REGIONAL AIRP,-27.0
981,CO,GREELEY WELD CO,-25.1
982,CO,GREELEY-WELD COUNTY ARPT,-25.1
983,CO,CRAIG-MOFFAT,-25.1
984,CO,CRAIG-MOFFAT AIRPORT,-25.1
985,CO,GUNNISON CO. (AWOS)          ,-24.0
986,CO,GUNSN-CRSTED BUTTE RGL APT,-24.0
987,CO,DENVER INTERNATIONAL AIRPORT,-24.0
988,CO,GRANBY GRAND CO,-22.2
989,CO,LAKE CO,-22.0
990,CO,LEADVILLE/LAKE COUNTY APT,-22.0
991,CO,BUCKLEY AFB,-20.4
992,CO,BUCKLEY AIR FORCE BASE,-20.4
993,CO,LIMON MUNI,-20.0
994,CO,LIMON MUNICIPAL AIRPORT,-20.0
995,CO,ERIE MUNI,-18.9
996,CO,ERIE MUNICIPAL AIRPORT,-18.9
997,CO,COLORADO PLAINS RGNL,-18.9
998,CO,COLORADO PLAINS RGNL ARPT,-18.9
999,CO,AIR FORCE ACADEMY,-18.9
1000,CO,USAF ACADEMY AIRSTRIP AIRPORT,-18.9
1001,CO,ELLICOTT-B AFA,-18.6
1002,CO,FORT MORGAN MUNICIPAL AIRPORT,-18.4
1003,CO,ELBERT MTN MONUMENT,-18.4
1004,CO,MONUMENT HILL AWOS-3 ARPT    ,-18.4
1005,CO,FORT COLLINS (AWOS)          ,-18.0
1006,CO,FORT COLLINS LOVELAND AP,-18.0
1007,CO,VANCE BRAND AIRPORT,-17.9
1008,CO,STEAMBOAT SPRINGS B,-17.0
1009,CO,STEAMBOAT SPRINGS/BOB ADAMS F,-17.0
1010,CO,MIKE (HAXTUN)                ,-17.0
1011,CO,BERTHOUD PASS,-16.6
1012,CO,STERLING MUNICIPAL AIRPORT,-16.6
1013,CO,EAGLE CO RGNL,-16.6
1014,CO,EAGLE CO REGIONAL AIRPORT,-16.6
1015,CO,CENTENNIAL,-16.1
1016,CO,CENTENNIAL AIRPORT,-16.1
1017,CO,MEEKER,-16.1
1018,CO,MEEKER AIRPORT,-16.1
1019,CO,NOVEMBER (GROVER)            ,-15.0
1020,CO,PUEBLO MEMORIAL AIRPORT,-15.0
1021,CO,KIT CARSON COUNTY,-15.0
1022,CO,KIT CARSON COUNTY AIRPORT,-15.0
1023,CO,BROOMFIELD/JEFFCO,-14.8
1024,CO,ATCT ROCKY MOUNTAIN METRO,-14.8
1025,CO,HARRIET ALEXANDER FIELD AIRPO,-14.3
1026,CO,SPANISH PEAKS,-14.3
1027,CO,YAMPA VALLEY AIRPORT,-14.1
1028,CO,FORT CARSON/BUTTS,-13.7
1029,CO,BUTTS AAF AIRPORT,-13.7
1030,CO,LA JUNTA MUNICIPAL AIRPORT,-13.0
1031,CO,GARFIELD CO RGNL,-13.0
1032,CO,GARFIELD CO REGIONAL ARPT,-13.0
1033,CO,BOULDER MUNICIPAL AIRPORT,-13.0
1034,CO,HOLYOKE AIRPORT,-13.0
1035,CO,SAGUACHE MUNICIPAL AIRPORT,-13.0
1036,CO,SAGUACHE MUNCICIPAL,-13.0
1037,CO,ASPEN PITKIN CO SARD,-13.0
1038,CO,ASPEN-PITKIN COUNTY ARPT,-13.0
1039,CO,CHEYENNE MTN AS,-12.6
1040,CO,STEVENS FIELD AIRPORT,-12.1
1041,CO,LAMAR MUNI,-11.0
1042,CO,LAMAR MUNICIPAL AIRPORT,-11.0
1043,CO,JULIET (PEETZ)               ,-10.5
1044,CO,DURANGO-LA PLATA CO,-9.9
1045,CO,DURA-LA PLATA CO AIRPORT,-9.9
1046,CO,SPRINGFIELD COMANCHE,-9.9
1047,CO,COMANCHE NATIONAL GRASSLAND,-9.9
1048,CO,CITY OF COLORADO SPRINGS MUNI,-9.9
1049,CO,SALIDA MTN MONARCH P,-9.4
1050,CO,MONARCH PASS AWOS-3 ARPT     ,-9.4
1051,CO,SUNLIGHT MTN,-9.4
1052,CO,SUNLIGHT,-9.4
1053,CO,LIMA (GROVER)                ,-9.4
1054,CO,LA VETA MOUNTAIN PAS,-9.4
1055,CO,LA VETA PASS AWOS-3 ARPT     ,-9.4
1056,CO,PERRY STOKES AIRPORT,-8.0
1057,CO,COPPER MOUNTAIN RE,-7.6
1058,CO,COPPER MOUNTAIN,-7.6
1059,CO,PAGOSA SPRINGS WOL,-7.6
1060,CO,WOLF CREEK PASS AWOS-3 AIRPOR,-7.6
1061,CO,WILKERSON PASS,-5.8
1062,CO,COTTONWOOD PASS,-5.8
1063,CO,BALD MOUNTAIN COTTONWOOD PASS,-5.8
1064,CO,MONTROSE RGNL,-5.1
1065,CO,MONTROSE REGIONAL AIRPORT,-5.1
1066,CO,TELLURIDE RGNL,-4.0
1067,CO,TELLURIDE REGIONAL AIRPORT,-4.0
1068,CO,GRAND JUNCTION REGIONAL AIRPO,-2.0
1069,CO,CORTEZ MUNI,0.0
1070,CO,CORTEZ MUNICIPAL AIRPORT,0.0
1071,CO,BLAKE FIELD AIRPORT,4.6
1072,CO,SCHRIEVER AFB,12.2
1073,CO,OSCAR (GROVER)               ,14.9
1074,CT,NEW HAVEN,-57.1
1075,CT,HARTFORD BRAINARD FD,-57.1
1076,CT,GROTON AAF,-57.1
1077,CT,NEW HAVEN TWEED AIRPORT,-57.1
1078,CT,HARTFORD BRADLEY INTL AP,-57.1
1079,CT,BRIDGEPORT MUNICIPAL ARPT,-57.1
1080,CT,WINDHAM AIRPORT,-9.0
1081,CT,MERIDEN MARKHAM MUNI,-6.0
1082,CT,MERIDEN MARKHAM MUNI ARPT,-6.0
1083,CT,BRADLEY INTERNATIONAL AIRPORT,-2.0
1084,CT,DANBURY MUNI ARPT,-0.9
1085,CT,DANBURY MUNICIPAL AIRPORT,-0.9
1086,CT,WATERBURY OXFORD,0.0
1087,CT,WATERBURY-OXFORD AIRPORT,0.0
1088,CT,NORTH CENTRAL STATE,0.0
1089,CT,GROTON NEW LONDON,1.9
1090,CT,GROTON-NEW LONDON AIRPORT,1.9
1091,CT,HARTFORD BRAINARD,1.9
1092,CT,HARTFORD-BRAINARD AIRPORT,1.9
1093,CT,CHESTER AIRPORT,3.2
1094,CT,TWEED NEW HAVEN,3.9
1095,CT,TWEED-NEW HAVEN AIRPORT,3.9
1096,CT,BRIDGEPORT,5.0
1097,CT,IGOR I SIKORSKY MEMORIAL AIRP,6.1
1098,CT,NEW LONDON,6.6
1099,CT,NEW LONDON LEDGE - LEDGE LIGH,9.7
1100,DC,WASHINGTON DULLES INTERNATION,-57.1
1101,DC,WASHINGTON,9.3
1102,DE,WILMINGTON DUPONT AP,-57.1
1103,DE,DELAWARE CITY,6.6
1104,DE,NEW CASTLE COUNTY AIRPORT,7.0
1105,DE,REEDY POINT,7.7
1106,DE,DELAWARE RESERVE,8.1
1107,DE,SUSSEX CO,8.1
1108,DE,SUSSEX COUNTY AIRPORT,8.1
1109,DE,DOVER AFB,8.6
1110,DE,DOVER AFB AIRPORT,8.6
1111,DE,LEWES,12.4
1112,FL,PENSACOLA SAUFLEY NAS,-57.1
1113,FL,MARIANNA MUNICIPAL AP,-57.1
1114,FL,PENSACOLA ELLYSON FLD NAAS,-57.1
1115,FL,VALPARAISO,-57.1
1116,FL,MACDILL AAF,-57.1
1117,FL,PINECASTLE AAF,-57.1
1118,FL,HOMESTEAD AAF,-57.1
1119,FL,APALACHICOLA,-57.1
1120,FL,CROSS CITY AIRPORT,-57.1
1121,FL,FORT MYERS PAGE FIELD,-57.1
1122,FL,MELBOURNE REGIONAL AP,-57.1
1123,FL,VERO BEACH MUNICIPAL ARPT,-57.1
1124,FL,WEST PALM BEACH INTL ARPT,-57.1
1125,FL,DAYTONA BEACH NAS,-57.1
1126,FL,DELAND NAS,-57.1
1127,FL,FORT LAUDERDALE HOLLYWOOD INT,-57.1
1128,FL,MELBOURNE NAS,-57.1
1129,FL,MIAMI MCAS,-57.1
1130,FL,RICHMOND NAS,-57.1
1131,FL,SANFORD AIRPORT,-57.1
1132,FL,VERO BEACH NAS,-57.1
1133,FL,KEY WEST WB CITY,-57.1
1134,FL,VALKARIA,-57.1
1135,FL,CRESTVIEW BOB SIKES AP,-57.1
1136,FL,NAVAL AUXILIARY LANDING FD,-57.1
1137,FL,HERLONG AIRPORT,-57.1
